PDB,label,DOCKQ,FNAT,IRMSD,LRMSD,CAPRI_quality,PID,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,dMaSIF,PIsToN,GNN-DOVE,DeepRank-GNN
1CGI-ranair-it0-3813,0,0.012,0,17.436,49.829,4,1CGI,-19.294574,-16.4004,-1.845,-3.523,0.351,0.0568,7.08,0.255276,-1.393886924,1.875831366,0.2274,0.029420385
1CGI-cm-it0-3023,0,0.032,0,11.87,28.948,4,1CGI,-46.005065,-87.4373,-1.982,-9.048,0.496,-0.1087,-6.19,0.394892,-0.548044801,1.158664942,0.2771,0.009790618
1CGI-ranair-it0-2666,0,0.029,0,12.222,30.691,4,1CGI,-10.88832,48.0624,2.776,3.909,0,0.014,5.53,0.135395,-1.27962029,1.815901875,0.2274,0.004109752
1CGI-ranair-itw-188w,0,0.015,0,15.666,44.145,4,1CGI,-46.34958,-89.2986,-4.429,-5.141,1.832,-0.0758,-23.08,0.450671,-2.314594984,1.618630767,0.1025,0.059824651
1CGI-ranair-it0-3796,0,0.028,0,13.662,30.619,4,1CGI,-12.85108,-16.7383,7.535,-0.24,-2.54,0.0248,-8.48,0.085772,-0.901893258,1.89839673,0.129,0.057836394
1CGI-cm-it0-4355,0,0.054,0,9.986,21.157,4,1CGI,-47.45477,-102.363,-2.668,-9.793,-0.154,-0.1385,-6.56,0.649556,0.426206142,0.006940126,0.2229,0.025327761
1CGI-cm-it0-1058,0,0.012,0,18.615,48.838,4,1CGI,-31.4843,-33.892,-0.586,10.328,-3.456,-0.077,20.21,0.366075,-0.631424308,1.963904977,0.1531,0.034018474
1CGI-cm-it0-3688,0,0.095,0.024,7.905,15.681,4,1CGI,-59.68638,-96.2349,-2.55,-16.72,2.398,-0.2039,-24.82,0.722112,1.201749444,0.736002982,0.2722,0.186822757
1CGI-cm-it0-3195,0,0.012,0,17.591,50.133,4,1CGI,-54.61638,-28.8247,-0.917,-15.981,-4.471,-0.1071,-0.81,0.148952,-1.620197058,1.916983247,0.1113,0.017711832
1CGI-cm-it0-3644,0,0.1,0.035,6.45,16.33,4,1CGI,-40.830335,-87.0606,-1.766,-7.12,1.241,-0.0928,0.81,0.345815,-0.08771874,1.457870126,0.1305,0.147499743
1CGI-ranair-it0-2575,0,0.01,0,19.526,53.82,4,1CGI,-22.7682,-36.7494,-1.293,2.251,-1.431,-0.0516,-4.15,0.364429,-0.416700125,1.765523911,0.0854,0.014312199
1CGI-ranair-it0-2329,0,0.014,0,16.418,46.192,4,1CGI,-23.80956,-41.8011,2.316,1.051,1.098,-0.0353,3.53,0.226266,-1.234202504,1.939773679,0.2453,0.010888732
1CGI-cm-it0-8580,0,0.015,0,17.541,42.942,4,1CGI,-19.31302,-18.0539,-0.023,9.063,-3.893,-0.0945,32.3,0.352182,-1.778806925,1.890515447,0.218,0.021853345
1CGI-cm-it0-6657,0,0.013,0,16.487,48.643,4,1CGI,-39.13618,-77.1609,-1.286,-2.938,0.883,-0.0504,3.45,0.32847,0.146376818,1.88702774,0.3466,0.025147426
1CGI-cm-it0-913,0,0.025,0,13.911,32.643,4,1CGI,-21.436012,-44.572,-1.432,-2.302,0.295,-0.0142,11.67,0.345364,0.369813204,1.96370697,0.2102,0.045045365
1CGI-ranair-it0-4983,0,0.017,0,15.311,40.848,4,1CGI,-27.48216,-44.945,1.869,-0.881,-0.546,-0.1141,-4.21,0.451205,-0.826145589,1.810453892,0.3981,0.022118997
1CGI-ranair-it0-6497,0,0.039,0.024,11.177,29.873,4,1CGI,-31.669514,-74.3083,5.442,-11.227,0.134,-0.0454,-26.02,0.54721,-0.211528867,1.73956418,0.1149,0.067465012
1CGI-cm-it0-1968,0,0.099,0,7,14.578,4,1CGI,-32.23529,-69.6635,-0.089,1.875,2.398,-0.0431,7.41,0.391647,-0.041374248,0.297330499,0.1083,0.020088764
1CGI-cm-it0-3115,0,0.016,0,15.794,42.234,4,1CGI,-29.67862,-42.1042,-2.028,3.267,-0.806,0.0369,6.69,0.026628,-1.373323917,1.954842925,0.1536,0.004102896
1CGI-ti-it0-573,0,0.163,0.141,6.959,12.875,4,1CGI,-68.42724,-120.966,23.058,-18.533,4.701,-0.0669,-19.41,0.723772,1.961505651,1.616282821,0.124,0.294878756
1CGI-ti5-it1-95,0,0.204,0.141,5.587,10.326,4,1CGI,-116.2278,-236.25,-7.629,-31.217,5.98,-0.2215,-49.77,1.219496,1.492811799,0.004572988,0.1154,0.635654506
1CGI-cm-it0-6142,0,0.016,0,15.911,41.279,4,1CGI,-42.3017,-27.9435,-1.416,2.057,-2.23,-0.0463,22.59,0.207319,-0.85941267,1.954814911,0.2882,0.011139545
1CGI-ranair-it0-7168,0,0.017,0,15.898,40.788,4,1CGI,-28.3271922,-43.9997,7.202,-6.445,-1.251,0.0402,-17.3,0.312338,-1.551532865,1.82788229,0.2349,0.025829682
1CGI-cm-it0-7106,0,0.014,0,16.877,44.228,4,1CGI,-44.08191,-94.8403,-2.729,-3.306,-1.773,-0.2279,1.75,0.504981,-1.451708078,1.159137964,0.0857,0.010063464
1CGI-cm-it0-3422,0,0.015,0,16.538,44.171,4,1CGI,-42.3148,-86.2702,-0.785,-2.128,-2.573,-0.0995,-6.16,0.27945,-2.374424934,1.726429343,0.1027,0.012076239
1CGI-ranair-it0-2297,0,0.021,0,14.982,35.671,4,1CGI,-34.42268,21.2228,6.742,4.185,-3.832,-0.0719,-9.93,0.204828,-1.490371466,1.419600248,0.2951,0.038317654
1CGI-ranair-it0-6514,0,0.01,0,20.118,52.424,4,1CGI,-31.169,15.8689,3.302,3.324,-4.483,-0.0036,-4.77,0.197984,-0.645501614,0.758435369,0.157,0.032510657
1CGI-ranair-it0-7466,0,0.01,0,20.015,52.773,4,1CGI,-34.385858,-41.4709,8.984,-2.73,-6.395,0.0074,-10.85,0.239699,-1.700071335,1.705063105,0.2239,0.012624424
1CGI-cm-it0-5367,0,0.011,0,19.723,51.357,4,1CGI,-34.6149,-32.0168,-1.47,-1.137,-3.259,-0.0375,7.64,0.246273,-0.735830843,1.953551888,0.3944,0.00943222
1CGI-ranair-it0-8444,0,0.043,0,10.449,24.331,4,1CGI,-34.71162,-42.1911,7.707,-2.98,-4.092,-0.0992,-2.79,0.219342,0.160053521,1.871504784,0.2349,0.014011652
1CGI-cm-it0-1759,0,0.031,0.012,12.939,31.71,4,1CGI,-18.90716,-17.7224,-0.728,12.212,-0.354,-0.0489,10.72,0.234895,-0.381807923,-0.046613455,0.1787,0.005015738
1CGI-ranair-it0-7275,0,0.011,0,17.779,51.074,4,1CGI,-23.324863,-23.1169,-1.808,-3.551,2.267,-0.0026,8.21,0.208362,-1.103150129,1.926672459,0.2274,0.117931069
1CGI-ranair-it0-31,0,0.028,0,11.255,32.039,4,1CGI,-25.60696,-5.7352,-0.688,-3.344,1.775,-0.1473,1.51,0.389532,-0.700368643,1.851319194,0.2647,0.009241771
1CGI-ti5-it1-358,0,0.075,0.024,9.749,18.163,4,1CGI,-82.17522,-203.686,-5.956,-23.067,5.902,-0.0722,-39.38,0.766772,1.516750336,1.548754692,0.1227,0.396992389
1CGI-cm-it0-9764,0,0.013,0,18.918,46.966,4,1CGI,-33.66573,-24.1549,-1.038,-5.016,-1.718,-0.0125,0.94,0.24847,-2.188579082,1.7644279,0.1347,0.005353688
1CGI-ranair-it0-5976,0,0.014,0,15.212,47.406,4,1CGI,-41.99665,-32.1439,3.64,-5.033,-1.032,-0.0036,-8.93,0.36205,-1.825329065,1.498396873,0.1094,0.021288406
1CGI-cm-it0-272,0,0.112,0.071,6.403,16.36,4,1CGI,-60.28743,-102.183,-1.989,-15.88,1.772,-0.1583,-24.24,0.577798,0.818325579,1.333538771,0.3682,0.044511109
1CGI-ranair-it0-2360,0,0.031,0.012,12.896,31.763,4,1CGI,-26.88069,-18.7426,4.28,4.553,-2.402,-0.0328,-1.16,0.124149,-0.64394635,1.942337871,0.1225,0.010023002
1CGI-ti-it1-70,0,0.178,0.2,6.955,13.288,4,1CGI,-127.898,-292.345,-5.114,-30.394,1.266,-0.1775,-60.62,1.288156,1.893573046,0.002316356,0.1768,0.478704366
1CGI-cm-it0-9556,0,0.064,0,9.311,19.048,4,1CGI,-20.06677,-34.4621,-1.075,8.444,2.299,0.0114,12.43,0.187172,0.04032515,1.888799429,0.3631,0.018859559
1CGI-ranair-it0-6794,0,0.012,0,18.784,48.439,4,1CGI,-17.4748,-20.3253,12.591,6.165,-2.572,-0.0245,1.18,0.223095,-0.850086927,1.958502889,0.124,0.009232003
1CGI-ti-it0-377,0,0.163,0.141,6.959,12.875,4,1CGI,-68.40144,-120.964,23.062,-18.535,4.701,-0.0669,-19.41,0.723757,1.957964182,1.382359982,0.1289,0.294874439
1CGI-cm-itw-209w,0,0.063,0.012,7.789,20.88,4,1CGI,-54.30252,-126.726,-3.619,-16.341,2.854,-0.1519,-14.46,0.468604,0.604829609,1.945109129,0.0795,0.198053209
1CGI-ranair-it0-874,0,0.018,0,14.995,40.209,4,1CGI,-29.06475,-3.01213,-2.263,-5.438,-1.738,-0.0289,3.18,0.248204,-1.624692798,1.921986103,0.2488,0.00728363
1CGI-ranair-it0-1629,0,0.023,0,12.949,35.416,4,1CGI,-19.46534,12.6103,-0.693,-0.689,-0.069,0.0219,-1.56,0.01453,-0.880610585,1.936944246,0.2506,0.002654843
1CGI-cm-it0-3442,0,0.02,0,14.233,37.81,4,1CGI,-34.1631,-23.3913,-1.402,2.161,-2.059,-0.0852,20.78,0.203904,-0.685573816,1.899025202,0.0751,0.010053287
1CGI-cm-it0-5697,0,0.041,0,10.367,25.006,4,1CGI,-21.7014,-49.6301,-0.439,12.087,0.844,0.0268,25.1,0.218371,-0.063496388,0.394480705,0.3924,0.008135291
1CGI-cm-it0-2117,0,0.015,0,16.169,42.871,4,1CGI,-25.65844,-80.1085,-1.722,-0.394,-0.294,-0.0177,14.53,0.20866,0.130215093,1.936187983,0.1314,0.008688731
1CGI-cm-it0-4009,0,0.087,0.024,8.761,16.509,4,1CGI,-41.04493,-66.3929,-1.476,-0.935,1.745,0.0206,8.99,0.274453,-0.048975766,1.899565578,0.1194,0.071982803
1CGI-cm-it0-1218,0,0.013,0,17.442,46.045,4,1CGI,-32.4445,-111.015,-1.16,1.822,-0.248,-0.0985,17.81,0.3344,-0.908640683,1.96049571,0.0716,0.012161579
1CGI-cm-it0-7982,0,0.022,0,14.288,35.494,4,1CGI,-21.6658,-52.717,-0.377,9.737,-1.094,-0.0078,12.45,0.397683,-1.4410671,1.951805949,0.1164,0.007759416
1CGI-cm-it0-3280,0,0.011,0,19.097,50.539,4,1CGI,-46.45442,-108.744,-1.908,-6.605,0.518,-0.1125,-6.8,0.417672,-1.585673451,1.935674429,0.1176,0.011661134
1CGI-cm-it0-8342,0,0.011,0,19.804,51.825,4,1CGI,-30.34016,-60.9612,-1.07,-9.203,0.443,-0.0127,-9.24,0.272934,-1.274256706,1.514132977,0.3162,0.007967315
1CGI-ranair-it0-2365,0,0.013,0,16.985,48.072,4,1CGI,-27.92312,-20.1682,0.461,-5.443,-0.78,-0.0089,-18.25,0.14498,-1.417605877,1.940908194,0.1394,0.006025986
1CGI-cm-it0-1776,0,0.01,0,20.099,52.487,4,1CGI,-40.88826,-27.7987,-0.597,-4.589,-2.5,-0.0625,2.43,0.389276,-0.907183647,1.932930946,0.2939,0.01248741
1CGI-cm-it0-8797,0,0.08,0,8.94,16.381,4,1CGI,-45.89344,-93.3159,-0.7,1.784,-0.824,-0.0711,-9.44,0.549489,0.523166835,1.031837344,0.2888,0.035534099
1CGI-ranair-it0-8636,0,0.04,0,10.799,25.351,4,1CGI,-29.5358,-37.9305,1.742,-9.838,-0.918,-0.0308,-6.48,0.285544,-0.113391601,1.209467292,0.1158,0.0138748
1CGI-cm-it0-508,0,0.016,0,15.508,42.443,4,1CGI,-41.58143,-38.6453,1.843,-6.672,-2.17,-0.0485,18.42,0.355218,-2.536492348,1.952421188,0.1341,0.004429897
1CGI-ranair-itw-40w,0,0.162,0.024,5.482,10.589,4,1CGI,-79.2193,-208.243,-4.386,-21.992,2.167,-0.2529,-31.87,0.731155,1.531972885,0.435603261,0.2708,0.25605238
1CGI-ranair-itw-343w,0,0.009,0,18.134,57.413,4,1CGI,-26.83381,-35.6416,-2.501,-9.243,1.788,-0.0608,-2.36,0.18911,-0.882267475,1.911042929,0.2594,0.018754477
1CGI-ti5-it1-270,0,0.169,0.176,7.165,13.349,4,1CGI,-113.61236,-256.7,-3.769,-34.832,2.96,-0.1098,-53.01,1.104971,2.099025011,0.029354453,0.1579,0.499920866
1CGI-cm-it0-1255,0,0.019,0,13.735,38.981,4,1CGI,-31.79185,-20.3248,0.587,-0.651,-0.042,-0.0248,4.65,0.1918,-0.668205142,1.877068758,0.2114,0.011878401
1CGI-cm-itw-307w,0,0.081,0.024,8.721,17.432,4,1CGI,-67.83805,-129.963,-3.503,-21.263,-0.84,-0.1775,-8.86,0.553594,0.371686816,1.901332021,0.3616,0.045139013
1CGI-ranair-it0-8725,0,0.009,0,20.791,56.459,4,1CGI,-13.94701,11.3416,13.68,-2.188,-1.582,-0.0689,-8.02,0.104691,-1.01897192,1.850277901,0.2274,0.004691671
1CGI-cm-it0-6849,0,0.025,0,11.969,34.016,4,1CGI,-35.8555,-83.805,-1.501,-2.325,-0.3,-0.0248,17.34,0.329915,-2.223559618,1.825231671,0.0927,0.010065858
1CGI-cm-it0-7467,0,0.015,0,16.473,44.097,4,1CGI,-41.36904,-38.9433,-1.171,-2.506,-3.289,-0.0777,2.44,0.256144,-2.634408236,1.866909027,0.3716,0.011455482
1CGI-cm-it0-1314,0,0.012,0,17.219,48.925,4,1CGI,-36.7108,-57.3864,-0.458,11.611,-0.123,-0.0686,16.31,0.328079,-0.182353228,1.956122756,0.2891,0.026733555
1CGI-ranair-it0-1607,0,0.025,0,14.608,32.243,4,1CGI,-14.75717,-65.0159,1.888,-3.276,-1.234,-0.078,-3.86,0.247791,-0.552522302,1.509523511,0.1064,0.111880645
1CGI-ranair-it0-1815,0,0.01,0,20.051,52.171,4,1CGI,-29.13662,-11.2228,2.266,7.788,-4.827,-0.0439,-0.56,0.551318,-0.545523345,1.792544365,0.5229,0.010072396
1CGI-ranair-it0-3724,0,0.017,0,15.2,40.264,4,1CGI,-34.10844,-50.1281,1.125,-2.012,-0.44,-0.1239,-7.97,0.389538,-0.786231875,1.944760799,0.2882,0.019858742
1CGI-ti-it0-339,0,0.142,0.094,6.759,13.465,4,1CGI,-65.75164,-93.2071,25.527,-15.452,4.171,-0.0996,-28.34,0.418449,1.020444751,1.652621269,0.2718,0.298280225
1CGI-cm-it0-4061,0,0.071,0,7.44,18.496,4,1CGI,-38.66768,-88.8275,-0.817,-2.851,0.773,-0.0903,1.18,0.415927,0.539100647,1.619141221,0.4965,0.014724188
1CGI-ranair-it0-3072,0,0.011,0,19.533,51.097,4,1CGI,-32.45115,-65.3576,0.723,-0.447,-2.669,-0.0858,0.38,0.509031,-1.30107379,1.398110271,0.2474,0.043354345
1CGI-ranair-it0-5650,0,0.012,0,20.356,49.012,4,1CGI,-34.935,-3.25974,6.733,1.202,-2.152,0.0391,0.68,0.231485,-1.1932863,1.957097173,0.3058,0.011153797
1CGI-cm-it0-1324,0,0.015,0,16.019,43.296,4,1CGI,-26.302198,-44.0092,0.448,3.683,-2.639,0.0447,13.73,0.10582,-2.437061071,1.954069376,0.2649,0.009033002
1CGI-cm-it0-3450,0,0.011,0,18.866,52.175,4,1CGI,-31.58925,-78.1839,-2.325,-10.385,-0.292,-0.056,-7.35,0.213873,-1.044083714,1.535181403,0.2815,0.011347187
1CGI-cm-it0-2294,0,0.024,0,13.146,34.216,4,1CGI,-22.08336,-46.8398,-0.072,10.908,-0.995,-0.0266,9.61,0.375994,-1.389509439,1.935223341,0.1429,0.00396975
1CGI-cm-it0-2321,0,0.016,0,16.92,42.344,4,1CGI,-23.60256,-0.932268,-0.835,7.157,-1.935,-0.0692,20.24,0.010815,-0.96320945,1.912909269,0.2363,0.009014502
1CGI-ti-it1-150,0,0.179,0.188,6.937,12.816,4,1CGI,-109.8754,-286.556,1.776,-28.057,2.92,-0.0632,-67.42,1.081166,1.830761671,-0.891820371,0.1521,0.508203442
1CGI-ti5-itw-267w,0,0.154,0.129,7.18,13.249,4,1CGI,-110.93626,-254.151,-7.197,-25.176,9.769,-0.1486,-54.98,0.983457,1.958339453,0.08544147,0.3072,0.384876079
1CGI-ranair-itw-162w,0,0.016,0,14.993,43.116,4,1CGI,-36.93428,-54.182,-2.154,-4.65,1.564,-0.1007,-0.5,0.270373,-2.254662037,0.386034489,0.1045,0.015256256
1CGI-cm-it0-2574,0,0.06,0,10.677,19.354,4,1CGI,-34.3315,-56.9917,-0.328,3.886,0.664,0.0635,-9.08,0.201099,0.039343052,1.651707053,0.1524,0.031450967
1CGI-cm-it0-8090,0,0.173,0.071,4.35,11.805,4,1CGI,-28.48953,-71.1174,-0.847,-10.052,2.04,-0.0964,1.33,0.311392,0.423783809,-0.098982692,0.1099,0.028651385
1CGI-ranair-it0-7757,0,0.021,0,15.343,35.28,4,1CGI,-27.6065,-49.5464,0.527,4.413,-3.132,0.0361,1.9,0.476847,-1.332125068,1.185162187,0.2474,0.029540017
1CGI-cm-it0-2027,0,0.052,0,10.939,21.371,4,1CGI,-68.5119789,-71.9956,-1.543,-12.857,0.158,-0.1485,-14.33,0.84771,0.778173685,1.295950532,0.1516,0.186374939
1CGI-cm-itw-242w,0,0.068,0.012,8.968,19.026,4,1CGI,-68.70132,-107.201,-2.488,-6.195,-0.964,-0.1111,-17.91,0.473024,0.587907374,1.728659868,0.2765,0.053985602
1CGI-cm-it0-2034,0,0.021,0,13.641,37.005,4,1CGI,-53.344,-53.6014,0.334,8.98,-2.557,-0.0777,13.05,0.236993,-0.886710048,1.940580249,0.1201,0.014798144
1CGI-ranair-it0-9153,0,0.01,0,20.683,52.029,4,1CGI,-53.1041,-38.9532,9.266,-5.852,-5.405,-0.1768,-21.2,0.895692,-0.646927536,0.838688791,0.236,0.095602618
1CGI-cm-it0-7816,0,0.052,0,10.939,21.372,4,1CGI,-68.674796,-73.446,-1.54,-12.844,0.157,-0.1484,-14.31,0.847882,0.784911513,1.476003408,0.1516,0.186647346
1CGI-cm-it0-3262,0,0.01,0,19.124,55.763,4,1CGI,-43.052514,-63.0151,-2.454,-9.066,1.294,-0.0505,-6.48,0.226963,-0.865008533,1.435208797,0.3772,0.006479373
1CGI-ranair-it0-5340,0,0.019,0,14.004,38.575,4,1CGI,-20.105868,-23.6061,0.105,-10.845,-1.553,0.0483,-4.84,0.089849,-0.431837916,1.896856785,0.1307,0.051539106
1CGI-cm-it0-4138,0,0.014,0,17.354,45.426,4,1CGI,-36.9306,37.6485,3.956,7.538,-5.21,-0.039,2.81,0.159095,-2.139912367,1.644042969,0.1071,0.010207232
1CGI-cm-it0-2302,0,0.014,0,17.027,44.758,4,1CGI,-32.7799,-75.7182,-0.515,-1.383,0.63,0.0097,7.55,0.470274,-1.474047422,1.962890148,0.296,0.00859507
1CGI-cm-it0-804,0,0.025,0,11.871,34.227,4,1CGI,-60.40707,-101.926,1.341,0.406,-0.077,-0.117,2.35,0.59034,-1.965319753,1.88073349,0.2235,0.018707996
1CGI-ranair-it1-285,0,0.019,0,13.701,38.818,4,1CGI,-28.750798,-59.1128,-0.045,-11.38,2.153,-0.0596,-14.38,0.345928,-0.068562061,1.287094116,0.2274,0.198100844
1CGI-ti5-it0-496,0,0.207,0.118,4.175,10.652,4,1CGI,-45.74676,-71.2356,22.777,-7.724,4.936,0.0356,-18.7,0.499065,0.387869388,1.741246581,0.2366,0.061520693
1CGI-ranair-it0-2321,0,0.028,0.035,15.378,41.546,4,1CGI,-29.84215,-31.8253,3.82,-6.158,-0.411,-0.0057,-3.54,0.299024,-1.311025977,1.696030736,0.1699,0.005719545
1CGI-cm-it0-5783,0,0.019,0,15.804,38.096,4,1CGI,-30.8495,-31.5924,-2.064,2.778,-2.009,0.0087,7.13,0.273661,-2.343604565,1.817437172,0.2319,0.012234729
1CGI-ti5-it1-349,0,0.099,0.082,9.741,17.507,4,1CGI,-111.49824,-276.533,-4.868,-34.331,7.32,-0.1299,-65.51,1.082635,1.638836861,-0.283685088,0.1066,0.483642639
1CGI-ranair-it0-1050,0,0.014,0,16.189,45.688,4,1CGI,-34.63256,19.0934,2.69,-2.793,-4.107,0.0139,-3.88,0.039866,-1.993413925,1.858213305,0.2547,0.005023565
1CGI-ranair-it0-7233,0,0.021,0,14.78,36.029,4,1CGI,-27.1472,-55.1466,0.197,0.916,-2.592,-0.0399,3.9,0.221296,-1.365427136,1.870003939,0.2286,0.010335299
1CGI-ranair-it0-2960,0,0.014,0,17.539,45.714,4,1CGI,-17.09121,75.7219,13.024,-4.952,-6.112,-0.0189,-10.08,0.539272,-1.180170178,1.64740622,0.2579,0.013715534
1CGI-ranair-it0-150,0,0.013,0,16.825,48.442,4,1CGI,-38.78274,-73.5789,2.492,-13.378,1.016,-0.0566,-29.39,0.506478,-0.638983607,1.240178585,0.1315,0.084179121
1CGI-ranair-it0-8819,0,0.019,0,15.335,37.886,4,1CGI,-17.05313,-27.8974,-0.267,0.438,-1.77,-0.0831,-2.98,0.279542,-1.206872821,1.918764114,0.1668,0.013171127
1CGI-ranair-it0-4451,0,0.017,0,14.107,41.415,4,1CGI,-48.98267,-45.7682,-1.403,-8.482,0.781,-0.0182,-20.45,0.419626,-0.729057908,1.797647953,0.1229,0.272969769
1CGI-ranair-it0-1578,0,0.012,0,16.937,48.966,4,1CGI,-30.26711,-72.3414,0.365,-13.68,0.127,-0.0396,-10.78,0.276526,-0.38911432,1.803344607,0.2614,0.143455536
1CGI-ti-it0-236,0,0.163,0.141,6.959,12.875,4,1CGI,-66.86268,-119.861,23.046,-18.534,4.701,-0.0669,-19.41,0.723761,1.788764954,1.035591841,0.1289,0.294867705
1CGI-ti-it0-868,0,0.163,0.141,6.959,12.875,4,1CGI,-68.62966,-120.966,23.061,-18.531,4.701,-0.0669,-19.41,0.723782,2.005343199,1.631443024,0.1289,0.294882686
1CGI-ti-itw-186w,0,0.168,0.165,7.156,13.113,4,1CGI,-130.4883,-329.148,-9.918,-38.494,6.594,-0.2797,-86.51,1.253711,1.753493905,-0.968674183,0.3059,0.689991221
1CGI-ti5-it0-597,0,0.163,0.141,6.985,12.842,4,1CGI,-67.824,-122.504,16.551,-18.249,5.333,-0.0487,-19.98,0.716146,1.827312827,1.691361666,0.1315,0.294633597
1CGI-ti-it1-345,0,0.175,0.188,7.079,13.15,4,1CGI,-110.3401,-259.126,-4.023,-30.967,2.192,-0.0518,-60.55,1.271646,2.007536173,0.025292397,0.2216,0.562511212
1CGI-ti-it1-128,0,0.173,0.188,7.219,13.317,4,1CGI,-115.77456,-271.02,0.259,-29.87,2.97,-0.0966,-66.02,1.139157,1.988916993,-0.085353732,0.162,0.519624761
1CGI-cm-it1-199,0,0.113,0.047,7.609,14.549,4,1CGI,-61.83454,-130.593,-2.916,-18.771,2.416,-0.0318,-28,0.46607,0.844218552,1.183457375,0.4805,0.105884302
1CGI-ranair-it0-1679,0,0.011,0,17.732,51.33,4,1CGI,-21.16983,-56.6419,5.634,-0.373,-0.573,-0.1121,-1.61,0.205273,-1.980752707,1.616379857,0.2936,0.029916091
1CGI-cm-it0-8853,0,0.013,0,18.135,45.786,4,1CGI,-33.0544,-26.0924,-0.81,1.987,-2.481,-0.0335,11.21,0.344097,-0.905380011,1.810295939,0.0719,0.011056718
1CGI-cm-it0-5432,0,0.019,0,14.497,38.704,4,1CGI,-28.97943,-75.2795,-1.796,8.564,0.369,-0.0415,13.19,0.221955,-0.630119145,1.6292696,0.3677,0.020870141
1CGI-cm-it0-8818,0,0.013,0,18.214,46.026,4,1CGI,-29.4606,-31.2521,-1.284,-2.176,-3.068,-0.0494,-2.99,0.388032,-1.705634236,1.950888276,0.2274,0.027832261
1CGI-ranair-it0-5753,0,0.053,0.035,9.15,25.77,4,1CGI,-68.01936,-122.353,2.012,-18.804,5.909,-0.1356,-26.22,0.68054,-1.068084359,1.195915699,0.252,0.163091516
1CGI-ranair-it0-4634,0,0.034,0,13.079,27.323,4,1CGI,-29.4705,-33.121,3.218,6.045,-1.697,-0.0309,-5.62,0.10344,-0.298243463,1.394471645,0.1067,0.120307994
1CGI-cm-it0-3542,0,0.01,0,20.249,53.154,4,1CGI,-21.71022,-32.366,-0.294,9.997,-1.339,-0.0054,0.76,0.193796,-0.872928798,1.960663557,0.1112,0.012168622
1CGI-cm-it0-9046,0,0.013,0,18.931,45.805,4,1CGI,-30.28912,-25.8639,0.306,7.402,-2.254,0.0294,10.64,0.165725,-0.777389288,1.955729008,0.1182,0.005737772
1CGI-cm-it0-8870,0,0.012,0,17.367,48.569,4,1CGI,-44.3063,-82.5534,-0.724,11.569,0.478,-0.0327,18.5,0.26275,-0.42856583,1.888029456,0.5044,0.008110712
1CGI-ranair-it0-7028,0,0.015,0,18.11,42.366,4,1CGI,-23.59817,-28.1129,-0.34,-1.208,-3.167,-0.0203,-10.46,0.327655,-0.535035372,1.806209445,0.3997,0.009595259
1CGI-ranair-it0-4734,0,0.015,0,15.074,44.783,4,1CGI,-38.9454,-61.8517,-0.518,-0.159,-3.191,0.0192,17.34,0.308319,-2.10665226,1.94972086,0.1348,0.012746768
1CGI-ranair-itw-84w,0,0.015,0,14.988,45.14,4,1CGI,-34.43238,-56.3802,-1.95,-12.352,0.534,-0.0594,-4.37,0.240197,-1.620723963,1.685335636,0.1815,0.039266794
1CGI-ranair-it0-1094,0,0.023,0,14.693,34.457,4,1CGI,-18.666621,-29.6131,0.526,-3.403,1.816,-0.0252,-0.54,0.13555,-1.445108294,1.948819995,0.2175,0.015180363
1CGI-ranair-it0-2643,0,0.011,0,18.439,52.893,4,1CGI,-39.83776,-91.2779,4.65,-0.405,-0.337,-0.0074,-3.34,0.39471,-1.089603782,1.810200214,0.3899,0.013707956
1CGI-cm-it0-4415,0,0.193,0.059,5.05,9.592,4,1CGI,-63.84444,-137.971,-1.437,-22.133,2.269,-0.1544,-12.3,0.695263,1.523689508,1.58111167,0.2809,0.156293873
1CGI-ranair-it0-7674,0,0.015,0,17.101,43.649,4,1CGI,-38.5838,-5.97838,20.572,-3.051,-3.27,-0.0588,-14.89,0.359334,-1.432058811,1.786939621,0.2397,0.005737411
1CGI-ranair-it0-2922,0,0.036,0,10.973,27.088,4,1CGI,-27.55876,-20.1273,9.733,1.176,-1.964,-0.0877,-6.64,0.143842,-0.327588499,1.940913439,0.2706,0.008551735
1CGI-cm-it0-3043,0,0.102,0,7.163,14.204,4,1CGI,-40.43423,-51.7088,-1.437,-5.692,1.09,-0.0296,-8.33,0.444172,0.601688385,1.819286942,0.1255,0.029386241
1CGI-ranair-it1-309,0,0.013,0,16.702,47.936,4,1CGI,-33.81246,-80.5702,-2.831,-10.594,-0.23,-0.0278,-9.18,0.283781,-0.304347783,1.88812387,0.2141,0.231567869
1CGI-cm-it0-2714,0,0.038,0,11.081,26.002,4,1CGI,-47.02435,-50.4071,-0.769,-6.535,0.506,-0.0972,6.71,0.371135,-0.639619231,1.884479284,0.2861,0.011130258
1CGI-cm-it0-6348,0,0.024,0,12.641,34.683,4,1CGI,-44.26424,-78.7552,-1.416,-5.986,-0.866,-0.094,-9.77,0.463023,-1.232060075,1.310587883,0.1022,0.026943538
1CGI-cm-it0-5575,0,0.024,0,11.735,34.738,4,1CGI,-29.86243,-16.1259,-0.844,1.16,0.702,0.0029,5.77,0.157143,-1.06249392,1.947478056,0.2961,0.007148302
