PDB,label,PID,DeepRank-GNN,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,iRMSD,lRMSD,FNAT,CAPRI_quality,dMaSIF,PIsToN,GNN-DOVE
8bqg_55,0,8bqg,0.006173672,-42.25118,-37.4055,-1.273,15.543,-7.661,0.092,34.98,0.406488,19.928,58.487,0,4,0.441982388,1.9262569,0.275
8bqg_56,0,8bqg,0.010279951,-76.99335,18.3942,23.145,-3.513,-3.97,-0.0068,18.17,0.440715,25.915,55.716,0.005848,4,-0.734619856,1.9378269,0.2041
8bqg_57,0,8bqg,0.004642805,-51.7028,-67.6585,0.045,15.485,-6.851,0.1855,32.11,-0.011291,27.751,64.874,0,4,-1.472056508,1.9361119,0.2597
8bqg_58,0,8bqg,0.007411555,-60.45467,159.33,28.1,0.41,-2.731,0.0151,28.26,0.318539,14.299,32.501,0,4,-1.512180924,1.8039367,0.2274
8bqg_59,0,8bqg,0.011322554,-59.46781,-85.4914,2.436,-0.483,1.361,0.163,6.97,0.634876,9.408,14.801,0,4,1.49115181,1.9485421,0.1567
8bqg_60,0,8bqg,0.009866859,-55.8194,-45.6997,1.723,15.764,-3.751,-0.0145,53.22,0.329863,22.784,47.307,0,4,-0.556200504,1.9384886,0.2504
8bqg_61,0,8bqg,0.006284196,-74.9116,197.444,64.853,18.739,-6.325,-0.1542,47.19,0.413175,28.683,69.171,0,4,-0.955930471,1.8438957,0.1626
8bqg_62,0,8bqg,0.006373143,-46.06318,209.763,32.697,10.682,-5.386,-0.0919,22.53,0.426064,27.769,73.227,0,4,-0.759273291,1.9453127,0.318
8bqg_63,0,8bqg,0.005660008,-57.34461,-110.534,3.271,-6.395,-6.476,-0.0222,-1.76,0.298041,25.955,79.16,0,4,-0.881299078,1.568252,0.1272
8bqg_64,0,8bqg,0.005225508,-57.97662,32.1486,3.803,-6.55,-12.517,0.0707,39.23,0.126977,34.793,85.339,0,4,-1.320597053,1.9228895,0.1262
8bqg_65,0,8bqg,0.035060942,-69.6199,-80.7909,-0.889,-10.54,-1.583,-0.0666,-3.58,0.467593,25.355,76.576,0,4,-0.964538217,1.881688,0.2298
8bqg_66,0,8bqg,0.005336193,-49.88,-49.9556,4.006,14.099,-6.991,0.0307,31.35,0.343598,32.703,86.999,0,4,-1.020840406,1.9441335,0.2274
8bqg_67,0,8bqg,0.005236041,-54.7964,-66.8207,-0.103,1.801,-6.4,0.0693,50.41,0.643194,28.533,65.475,0,4,-0.419580668,1.8929665,0.2267
8bqg_68,0,8bqg,0.005785509,-46.9231,174.114,33.039,11.121,-2.233,-0.1659,5.23,0.569027,31.32,87.825,0,4,-1.233372688,1.9598842,0.1417
8bqg_69,0,8bqg,0.008367656,-59.4156,41.2527,13.305,-1.301,-7.116,0.0863,44.11,0.313612,28.746,68.606,0,4,-1.3374331,1.8941672,0.2297
8bqg_70,0,8bqg,0.005575781,-71.64174,146.978,32.725,-13.002,-10.123,0.2077,-7.84,0.351222,34.264,88.084,0,4,-0.832484722,1.9451114,0.0884
8bqg_71,0,8bqg,0.007814153,-55.4139,174.842,40.132,4.8,-8.338,-0.0216,5.97,0.232281,27.892,62.967,0,4,-1.503565311,1.5973536,0.1382
8bqg_72,0,8bqg,0.007366547,-83.17826,-45.275,11.745,-1.629,-2.808,-0.0198,12.95,0.27311,26.146,71.306,0,4,-1.678737283,1.957134,0.1478
8bqg_73,0,8bqg,-0.002636854,-72.38334,-73.8165,17.297,-5.038,-0.406,0.0202,1.02,0.672099,8.203,14.84,0.064327,4,1.761858821,1.4058566,0.3144
8bqg_74,0,8bqg,0.005572515,-64.6853,204.473,52.26,-8.337,-2.878,-0.0626,24.12,0.338267,14.997,26.765,0,4,-1.030509353,1.8947318,0.1897
8bqg_75,0,8bqg,0.008698583,-62.29862,-85.4944,2.068,-4.951,0.828,-0.0532,20.18,0.56753,21.345,48.178,0,4,-0.533464551,1.944363,0.1747
8bqg_76,0,8bqg,0.00750055,-87.33608,-91.1643,1.674,-20.199,1.592,-0.0096,-11.82,1.154614,24.444,56.87,0,4,-0.17687732,1.9312241,0.1046
8bqg_77,0,8bqg,0.005433966,-73.9492,61.5832,30.924,-10.338,-3.114,-0.0886,-5.02,0.500412,19.849,55.661,0,4,-0.163893729,1.9516954,0.194
8bqg_78,0,8bqg,0.009643137,-66.6597,136.328,37.824,2.891,-5.762,-0.0166,2.37,0.384192,27.635,83.136,0,4,-2.182262182,1.6432478,0.127
8bqg_79,0,8bqg,0.00320005,-65.58694,379.235,54.277,6.221,-0.572,-0.0713,49.32,0.705098,9.846,18.195,0.017544,4,1.985720038,1.9164072,0.2301
8bqg_80,0,8bqg,0.006023662,-62.61108,146.747,33.932,-6.042,-1.299,-0.017,9.14,0.350864,18.247,41.194,0.017544,4,-0.042048868,1.9536089,0.104
8bqg_81,0,8bqg,0.004053551,-54.2078,132.693,49.071,7.679,-6.375,0.2268,48.01,0.532182,20.866,37.76,0,4,-1.611603856,1.9370387,0.2073
8bqg_82,0,8bqg,0.004573159,-61.8575,468.396,72.801,4.388,-5.132,0.0512,44.65,0.312552,14.665,22.692,0,4,-1.475764394,1.947,0.2411
8bqg_83,0,8bqg,0.004183094,-72.28397,-37.2322,1.99,-6.858,-5.556,0.0274,7.65,0.506289,27.579,79.144,0,4,-1.764696121,1.944752,0.2693
8bqg_84,0,8bqg,0.002786465,-52.5925,-75.3625,1.095,12.785,-3.601,-0.1353,19.01,0.541691,29.177,84.706,0,4,-1.208424211,1.9521773,0.1918
8bqg_85,0,8bqg,0.004260971,-59.1476,184.614,66.556,12.91,-11.231,-0.1335,35.89,0.25041,28.709,78.096,0,4,-1.821452379,1.9364274,0.1124
8bqg_86,0,8bqg,-0.001843387,-70.1482,-109.144,-2.943,-9.476,-4.859,-0.1123,8.07,0.40526,21.719,51.436,0,4,0.33431372,1.9462928,0.2009
8bqg_87,0,8bqg,0.010279951,-43.9853,424.439,91.545,23.505,-8.798,0.0082,35.82,0.411011,31.519,75.073,0,4,-1.132704258,1.9577543,0.2408
8bqg_88,0,8bqg,0.003297949,-50.11744,68.2379,6.232,9.029,-4.128,0.0029,56.48,0.334611,18.72,41.122,0,4,-0.762052238,1.8647965,0.2274
8bqg_89,0,8bqg,0.004925513,-87.32504,-52.6177,24.995,-13.109,-1.058,-0.1628,-13.06,0.671403,20.791,54.032,0,4,-0.123345599,1.8419597,0.0578
8bqg_90,0,8bqg,0.010187738,-96.53712,200.738,51.723,-7.113,0.446,-0.0565,-3.88,0.551664,11.905,35.579,0,4,0.917911053,1.9199206,0.1002
8bqg_91,0,8bqg,0.009702131,-55.0107,258.84,41.309,28.241,-7.41,-0.0096,42.59,0.274264,26.814,69.415,0,4,-1.142376661,1.9326786,0.1273
8bqg_92,0,8bqg,0.003979953,-50.26967,11.4823,2.655,1.921,-5.103,-0.0289,7.57,0.383746,26.71,81.013,0,4,-1.090932608,1.9027041,0.1871
8bqg_93,0,8bqg,0.005026957,-46.19246,290.531,72.865,0.704,-0.998,-0.1836,13.26,0.320619,21.465,47.449,0,4,0.079277724,1.8999954,0.6712
8bqg_94,0,8bqg,0.003228545,-50.943,309.612,82.105,18.371,-8.04,-0.0289,38.6,0.288833,34.168,85.601,0,4,-1.524848223,1.9596825,0.2575
8bqg_95,0,8bqg,0.010279951,-67.536,16.0437,8.128,1.031,-3.72,-0.1425,-4.33,0.360053,32.308,88.478,0,4,-1.633845329,1.2094402,0.1127
8bqg_96,0,8bqg,0.005684405,-66.2753,-161.664,5.422,-14.616,0.867,-0.0347,13.2,0.83156,14.624,25.129,0,4,0.515910804,1.8970481,0.2737
8bqg_97,0,8bqg,0.007918059,-48.7693,-143.007,-0.845,11.729,0.649,-0.0501,28.24,0.917783,26.221,60.31,0,4,-0.402017266,1.955024,0.3914
8bqg_98,0,8bqg,0.005704782,-31.967048,526.158,58.48,4.282,-5.802,0.0124,32.79,0.29178,20.986,49.986,0,4,-0.645818353,1.9151055,0.2134
8bqg_99,0,8bqg,0.012558149,-61.335712,8.56503,-1.179,3.991,-2.108,-0.2135,25.04,0.419004,14.298,41.427,0,4,0.71175468,1.933379,0.1793
8bqg_100,0,8bqg,0.000115179,-68.72075,4.25979,23.418,10.503,-9.453,-0.0222,34.71,0.261996,30.44,79.27,0,4,-1.96158433,1.9494071,0.2764
8br9_1,1,8br9,0.114806011,-129.7703,-303.772,-10.297,-66.392,12.014,-0.5434,-60.83,1.720134,0.194,0.488,0.953846,1,2.355877399,-1.6339582,0.0842
8br9_2,0,8br9,0.015857387,-46.08826,754.355,7.741,-8.81,5.05,-0.0604,-17.61,0.465179,11.899,25.478,0,4,1.30518043,0.4259447,0.2122
8br9_3,0,8br9,0.015546935,-57.112468,-113.156,-2.919,-8.93,6.283,-0.127,8.01,0.518708,11.93,25.341,0.015385,4,-0.084867947,1.655383,0.1346
8br9_4,0,8br9,0.013852243,-40.08476,-51.5701,-1.2,-11.052,0.429,-0.0132,4.44,0.316183,17.252,44.678,0,4,-2.896966219,1.7915189,0.4006
8br9_5,0,8br9,0.009360917,-32.94959,-59.3005,-1.337,0.811,0.072,-0.1107,-9.03,0.249941,17.55,45.294,0,4,-3.007481098,1.7993448,0.1914
8br9_6,0,8br9,0.011483625,-63.96304,-83.0096,10.758,-20.32,3.959,-0.0564,-14.44,0.762803,12.69,31.03,0,4,0.188834175,0.073061824,0.0831
8br9_7,0,8br9,0.00788271,-58.96074,-123.552,20.006,-25.607,7.096,-0.1141,-12.71,0.827802,14.874,36.43,0,4,0.013240543,1.3824095,0.1398
8br9_8,0,8br9,0.011851479,-56.35774,-68.784,-2.159,-20.548,6.99,-0.129,-1.77,0.648331,8.25,20.099,0.138462,4,-0.304340482,0.99804777,0.2408
8br9_9,0,8br9,0.009418766,-39.5072,-67.357,-2.697,-10.443,5.432,-0.0865,6.64,0.511845,10.689,21.692,0.015385,4,1.034358621,1.7647228,0.0689
8br9_10,0,8br9,0.010279951,-38.53228,-11.2042,7.064,-5.752,-2.126,-0.0442,2.79,0.161262,18.264,47.643,0,4,-2.345118046,1.8983561,0.2422
8br9_11,0,8br9,0.007636323,-43.4964,-61.4464,-1.323,-14.248,3.196,-0.0472,7.17,0.300245,14.144,35.733,0,4,0.576345861,0.98688084,0.2607
8br9_12,0,8br9,0.010856416,-70.85146,-133.198,-3.163,-27.483,7.874,-0.0673,-13.57,0.697757,10.36,24.009,0.046154,4,-0.975334942,1.8344367,0.0869
8br9_13,0,8br9,0.026543982,-27.584384,-2.58331,-0.562,-4.878,0.367,0.0596,12.97,0.182839,9.167,22.364,0,4,-0.012984553,1.7633212,0.3256
8br9_14,0,8br9,0.008619348,-46.85666,-72.6242,0.068,-11.137,2.278,-0.0274,1.28,0.559261,10.178,23.466,0.015385,4,-0.811327994,1.9311393,0.2172
8br9_15,0,8br9,0.012400888,-73.3409,-59.7568,11.022,-33.204,3.893,-0.1346,-6.7,0.699222,13.797,34.454,0,4,0.260884821,0.37714815,0.2699
8br9_16,0,8br9,0.010279951,-56.35262,520.627,26.595,-26.735,-0.493,-0.133,-17.1,0.404662,18.62,44.244,0,4,-2.880208492,1.7769477,0.2461
8br9_17,0,8br9,0.015428219,-48.62566,-36.3346,1.816,-24.366,-1.073,0.0199,12.43,0.474628,9.86,23.147,0,4,-0.847475648,1.1285177,0.1182
8br9_18,0,8br9,0.00430708,-55.36174,-145.938,-2.814,-34.736,4.389,-0.2492,-11.3,0.934922,11.531,24.276,0.092308,4,0.395941466,0.29273808,0.1146
8br9_19,0,8br9,0.000163832,-42.75344,-72.0356,12.299,0.239,7.13,-0.0673,6.81,0.559369,15.851,38.488,0,4,-0.950082183,1.9443768,0.1611
8br9_20,0,8br9,0.010279951,-52.02197,-51.982,-2.384,-16.14,0.732,-0.0779,-2.61,0.411898,17.889,42.106,0,4,-2.897816896,1.6031383,0.4018
8br9_21,0,8br9,0.016429674,-34.8739,-73.229,2.874,-25.046,7.404,-0.1217,-1.24,0.53922,5.01,12.297,0.046154,4,-0.010987723,1.7248092,0.2053
8br9_22,0,8br9,0.008170394,-53.25338,-95.8725,-3.193,-22.269,8.153,-0.183,5.72,0.6353,11.501,23.45,0.046154,4,1.006671906,0.88917744,0.3139
8br9_23,0,8br9,0.023238439,-32.5597,-56.3755,4.792,-7.414,2.58,-0.0906,-3.96,0.531513,10.001,25.136,0,4,-0.316231251,1.3244846,0.1544
8br9_24,0,8br9,0.010279951,4.577087000000001,-2.21641,15.889,0.528,2.212,-0.0814,9.43,0.410862,9.709,24.266,0,4,-1.23215723,1.9386669,0.1145
8br9_25,0,8br9,0.010279951,-49.52676,-23.0709,30.774,-12.424,-0.764,-0.083,-9.99,0.664929,15.321,35.69,0,4,-2.571565628,0.6591262,0.1131
8br9_26,0,8br9,0.034779191,-44.48830175,349.771,17.978,-20.939,2.793,-0.0776,5.92,0.306399,10.925,28.03,0,4,-0.114485748,1.881748,0.1233
8br9_27,0,8br9,0.010082643,-33.416766,-57.4771,-0.385,1.169,4.711,-0.0413,6.75,0.325501,17.78,42.871,0,4,-0.044140261,1.031356,0.0859
8br9_28,0,8br9,0.009291135,-39.51312,116.798,26.737,-24.386,3.024,-0.0889,-4.29,0.532783,17.186,41.89,0,4,-0.427562118,0.97989196,0.1949
8br9_29,0,8br9,0.002356607,-60.7976,-118.566,-2.449,-18.723,4.673,-0.0387,-10.14,0.464069,12.331,32.953,0,4,0.061292436,1.9269979,0.1449
8br9_30,0,8br9,0.014174754,-45.22127,-60.2914,6.234,-17.136,7.076,-0.0884,-2.08,0.574153,5.074,11.893,0.061538,4,0.79661268,1.6113522,0.6439
8br9_31,0,8br9,0.00501334,-44.84894,-67.0418,-1.37,-25.047,0.463,-0.0129,-11.26,0.376405,10.819,28.516,0,4,0.090543397,0.6438843,0.0846
8br9_32,0,8br9,0.00760337,-33.387824,155.592,66.617,8.017,1.545,-0.063,20.27,0.164909,11.271,30.115,0,4,-0.13819544,1.937255,0.1875
8br9_33,0,8br9,0.01382126,-39.45086,-56.21,-0.719,1.891,-0.411,-0.0763,-8.42,0.401116,17.796,46.513,0,4,-2.47555995,1.6168408,0.0584
8br9_34,0,8br9,0.010279951,-25.89214,50.9326,8.578,12.231,-4.081,-0.0165,40.73,0.013514,13.766,34.416,0,4,-2.6658144,1.776645,0.2436
8br9_35,0,8br9,0.009062867,-46.9425,-32.9606,4.683,-18.3,3.75,-0.1356,-4.88,0.675822,9.657,22.605,0,4,-0.018063888,0.94145095,0.145
8br9_36,0,8br9,0.020684492,-27.24906,-21.217,1.625,7.947,3.208,0.0165,11.67,0.422584,12.246,30.575,0,4,-0.563135147,0.43798912,0.1443
8br9_37,0,8br9,0.018296883,-34.787918,-43.289,8.074,-16.574,2.505,-0.0598,6.49,0.319752,14.114,37.219,0,4,-1.723388553,1.8911632,0.5093
8br9_38,0,8br9,0.010279951,-66.547168,-170.929,3.272,-43.125,6.692,-0.0612,-23.95,0.82752,4.641,11.198,0.246154,4,0.943080842,0.72465134,0.1249
8br9_39,0,8br9,0.012450597,-22.52175,-22.1481,-1.383,2.652,0.329,-0.079,18.42,0.301651,14.088,33.92,0,4,-0.646283686,1.9197017,0.2421
8br9_40,0,8br9,0.007799233,-55.4538,-104.283,0.057,-21.359,6.609,-0.1646,-13.12,0.711482,9.979,21.01,0,4,0.086524017,1.0158205,0.1464
8br9_41,0,8br9,0.035544075,-46.86378,-63.6961,2.421,-25.121,2.995,-0.0102,-0.38,0.39098,11.792,31.283,0,4,-1.326247334,1.8276751,0.0981
8br9_42,0,8br9,0.010015693,-47.27957,-90.4011,8.263,-2.108,4.459,-0.1542,-4.27,0.689819,10.336,22.439,0,4,0.022548182,0.7388068,0.0871
8br9_43,0,8br9,0.012697542,-52.34154,-71.8967,-3.047,-13.143,0.802,-0.0709,-12.82,0.463129,13.529,36.849,0,4,-1.497080088,1.2530158,0.1095
8br9_44,0,8br9,0.007653161,-33.491624,-38.612,2.057,-0.489,1.101,-0.0745,15.99,0.440404,12.297,29.712,0,4,-1.286934018,1.8527365,0.1345
8br9_45,0,8br9,0.009252192,-25.70816,14.2229,63.626,20.115,-3.421,0.094,-5.15,-0.096328,17.872,42.877,0,4,-3.743053913,1.9294443,0.0791
8br9_46,0,8br9,0.031988159,-56.99272,-58.2793,4.934,-19.001,1.382,-0.0634,-14.62,0.75617,13.219,30.776,0,4,-1.053062439,1.3613331,0.2548
8br9_47,0,8br9,0.006650806,-44.097022,-43.7348,10.343,-20.977,2.896,-0.1645,-6.86,0.591724,11.316,23.613,0.015385,4,0.111865714,1.0345471,0.2395
8br9_48,0,8br9,0.010279951,-38.32206,-74.713,2.007,-16.23,4.314,-0.049,-3.55,0.693762,17.579,45.29,0,4,-0.884290934,1.7209005,0.118
8br9_49,0,8br9,0.010279951,-41.96068,-44.3201,15.017,-16.232,3.189,-0.1047,-11.79,0.541253,17.337,45.129,0,4,-1.696313262,1.7522084,0.0945
8br9_50,0,8br9,0.004493954,-48.15998,-106.972,-1.985,-17.971,3.798,-0.0536,-13.11,0.678776,11.663,31.071,0,4,-1.841582775,1.7831398,0.0761
8br9_51,0,8br9,0.008287458,-58.43768,-105.597,5.918,-34.561,4.54,-0.183,-2.01,0.69224,3.581,8.751,0.076923,4,0.706834257,1.374406,0.1327
8br9_52,0,8br9,0.008769902,-28.70041,-39.4056,-0.83,1.469,2.396,-0.0331,13.02,0.460039,17.295,43.998,0,4,-0.565528929,1.9021713,0.0815
8br9_53,0,8br9,0.006395801,-24.021372,-5.67243,-0.675,17.933,-1.904,-0.039,25.96,0.185399,17.624,45.346,0,4,-2.549593687,1.9285234,0.6598
8br9_54,0,8br9,0.010773598,-36.66543,-0.210102,6.743,-9.706,0.919,0.0173,1.02,0.318594,13.955,33.746,0,4,-1.454396844,1.8454844,0.2946
8br9_55,0,8br9,0.008730557,-40.9935,-65.6572,0.101,-4.316,3.691,-0.0529,1.65,0.428452,14.619,37.987,0,4,-0.754692852,0.42661536,0.0873
8br9_56,0,8br9,0.007309688,-34.04212,-60.8829,-1.68,-2.355,4.126,-0.1084,3.21,0.660554,13.619,33.964,0,4,0.344253182,0.9884093,0.1693
8br9_57,0,8br9,0.006669069,-41.95575,-61.0011,1.514,-19.009,2.747,-0.0425,14.92,0.309906,12.742,28.642,0.061538,4,-0.594217181,1.8876216,0.1155
8br9_58,0,8br9,0.009033681,-50.04456,-80.0355,-1.415,-17.625,2.852,-0.1516,3.28,0.469146,12.569,28.669,0,4,-0.78785038,1.9260032,0.0744
8br9_59,0,8br9,0.031711563,-45.18532,-35.0058,4.72,-22.673,0.866,-0.0898,1.86,0.348769,14.012,31.102,0.061538,4,-0.400042027,1.8690833,0.0897
8br9_60,0,8br9,0.009338825,-23.32737,2.46135,1.778,0.587,-3.063,0.0792,28.36,-0.011985,19.161,44.857,0,4,-3.321426153,1.9334903,0.1947
8br9_61,0,8br9,0.010279951,-45.18536,-62.8146,-1.11,-11.514,3.029,-0.1153,-9.27,0.392959,11.792,26.392,0.076923,4,0.384083092,1.7169644,0.1614
8br9_62,0,8br9,0.010279951,-36.231972,-52.0163,2.101,-5.087,3.81,-0.056,3.28,0.46046,11.683,24.681,0.030769,4,0.428245276,1.931052,0.7137
8br9_63,0,8br9,0.007999126,-32.65091,-88.3767,-1.622,1.584,5.16,0.026,-1.74,0.357113,13.098,34.435,0,4,-0.513074458,1.9399762,0.109
8br9_64,0,8br9,0.012523295,-48.26082,-111.777,-2.605,-27.179,0.82,-0.1623,-4.88,0.585455,12.156,25.647,0.046154,4,0.120454252,1.8303126,0.1197
8br9_65,0,8br9,0.02461892,-40.71821,-32.3834,-2.074,-7.346,2.368,-0.0256,1.55,0.381724,13.118,35.671,0,4,-0.526868045,1.9045825,0.1121
8br9_66,0,8br9,0.01309999,-32.505316,42.8953,10.85,9.366,-0.633,-0.0345,-7.69,0.278075,17.95,43.88,0,4,-2.861025572,1.91155,0.1059
8br9_67,0,8br9,0.008931282,-62.88026,-136.201,11.918,-29.87,4.364,-0.1633,-31.04,0.87068,18.435,45.88,0,4,-0.655577183,1.2454219,0.0739
8br9_68,0,8br9,0.010178634,-42.76448,-66.5743,13.526,-26.544,3.217,-0.1411,0.84,0.51918,14.827,37.239,0,4,0.403786123,0.94903237,0.1612
8br9_69,0,8br9,0.010279951,-48.26688,-53.5908,0.411,-4.367,4.095,-0.1207,4.97,0.448047,9.157,22.429,0,4,-0.34754321,1.8321404,0.1252
8br9_70,0,8br9,0.010279951,-42.51102,-83.5422,-0.176,-3.169,4.504,-0.0739,-8.09,0.560224,15.676,38.092,0,4,-0.242706001,1.8058811,0.0937
8br9_71,0,8br9,0.016110942,-58.75418,-81.8462,3.537,-18.288,2.672,-0.1484,-14.84,0.781971,13.519,33.44,0,4,-0.457590103,1.5095121,0.1051
8br9_72,0,8br9,0.001255958,-24.80392,-44.1924,-0.936,3.641,4.305,-0.0504,18.91,0.593825,14.882,37.081,0,4,-0.454092443,1.9392375,0.0989
8br9_73,0,8br9,0.010279951,-52.1005,-92.6716,-1.756,-15.508,3.691,0,-6.52,0.535841,11.822,31.542,0,4,0.287742198,1.768795,0.2439
8br9_74,0,8br9,0.010279951,-26.14712,52.6288,22.077,9.778,-2.218,-0.0802,9.84,0.299057,17.958,43.948,0,4,-3.162583351,1.9503851,0.076
8br9_75,0,8br9,0.025100347,-15.42102,-30.2992,-1.465,6.344,4.764,-0.004,21.71,0.308172,17.474,43.208,0,4,-0.646338522,1.7598425,0.2033
8br9_76,0,8br9,0.010279951,-34.40976,-58.3267,2.952,-13.046,2.371,-0.0529,3.36,0.399853,17.165,45.505,0,4,-2.803326845,1.4764737,0.0789
8br9_77,0,8br9,0.008101355,-52.38352,-77.1502,-1.424,-6.841,2.889,0.0164,2.08,0.205044,16.495,41.207,0,4,-1.620671391,1.6333307,0.1637
8br9_78,0,8br9,0.007596474,-30.65259,-18.4342,-1.347,-9.128,0.095,0.0431,14.31,0.107061,17.813,44.069,0,4,-2.579040766,1.9557936,0.1618
8br9_79,0,8br9,0.010279951,-45.3951,-72.0103,-1.515,-8.705,4.604,-0.0685,5.86,0.305082,14.056,36.035,0,4,-0.153343081,0.66823286,0.363
8br9_80,0,8br9,0.007605918,-19.622007,346.239,64.308,14.493,-2.173,0.0238,7.51,0.266776,16.797,43.074,0,4,-3.568523884,1.9223078,0.0841
8br9_81,0,8br9,0.028998677,-48.174246,-69.522,6.156,-28.015,3.705,-0.1296,-4.3,0.46683,13.771,30.726,0.030769,4,-0.966825545,1.4883331,0.137
8br9_82,0,8br9,0.024595108,-33.25069,-29.6503,0.306,-6.931,0.931,-0.1187,3.33,0.46782,19.28,48.106,0,4,-2.682293415,1.7724522,0.3082
8br9_83,0,8br9,0.007985935,-13.09942,-20.8982,-1.101,15.631,1.284,0.0637,6.69,0.01233,14.762,37.759,0,4,-1.08241868,1.0329182,0.2798
8br9_84,0,8br9,0.007539262,-26.78762,-31.1876,-1.527,-5.394,0.775,-0.0796,14.35,0.171538,16.883,41.859,0,4,-0.939034462,1.9209049,0.1173
8br9_85,0,8br9,0.008246001,-55.6434,-35.2279,26.07,-10.012,2.885,-0.0368,5.37,0.406549,16.225,41.299,0,4,-0.114085555,1.7382443,0.513
8br9_86,0,8br9,0.008609116,-43.058692,125.819,44.522,-14.219,3.521,-0.1098,4.79,0.567294,11.53,24.59,0.030769,4,-0.196241155,1.8166739,0.5791
8br9_87,0,8br9,0.013130127,-49.35826,-38.0531,8.178,-4.928,3.483,-0.1287,11.66,0.488824,10.763,27.912,0,4,0.086286731,1.5411965,0.5116
8br9_88,0,8br9,0.005861124,-40.53001,-34.4594,1.738,-20.603,0.822,-0.0477,8.85,0.33372,4.629,11.07,0.061538,4,0.641720116,1.7789587,0.232
8br9_89,0,8br9,0.010279951,-26.16708,23.1766,7.918,7.144,-3.279,-0.0019,12.25,0.1736,18.712,46.747,0,4,-3.543416262,1.8181274,0.0663
8br9_90,0,8br9,0.029173478,-46.35332,57.2523,22.961,-5.826,4.252,-0.0141,5.22,0.472931,13.369,31.636,0,4,-0.90234971,1.4328668,0.0892
8br9_91,0,8br9,0.010279951,-32.80505,-65.8203,0.755,9.652,5.35,0.0091,8.43,0.374112,14.232,35.905,0,4,0.410893083,1.3701546,0.5313
8br9_92,0,8br9,0.015825052,-16.26279,1412.8,50.653,15.486,1.498,0.0331,24.26,0.155157,14.994,39.561,0,4,-0.46571061,1.6652117,0.2304
8br9_93,0,8br9,0.010279951,-49.86932,-1.5401,-1.567,-10.248,2.668,-0.1594,-5.07,0.569891,18.966,46.723,0,4,-2.913813114,1.8879653,0.0844
8br9_94,0,8br9,0.010279951,-50.51296,-95.2222,-0.193,-8.14,3.072,-0.0929,-9.45,0.433213,18.117,45.816,0,4,-2.286545515,1.1925379,0.6009
8br9_95,0,8br9,0.009776009,-41.8435,-10.472,0.765,1.88,-0.566,-0.0423,10.16,0.325743,18.383,46.91,0,4,-2.915287256,1.9121103,0.1819
8br9_96,0,8br9,0.007596078,-39.48429,-43.313,-0.271,-11.128,2.909,-0.0439,-1.18,0.42975,17.002,43.788,0,4,-1.273115873,1.5733167,0.1885
8br9_97,0,8br9,0.010279951,-49.02282,-36.2061,23.188,-25.249,5.257,-0.1585,-1.79,0.778232,9.604,25.745,0,4,0.232071668,1.8787817,0.2705
8br9_98,0,8br9,0.015048577,-18.89824,-37.1854,0.464,9.42,2.865,-0.084,21.84,0.219829,15.539,40.137,0,4,-0.44978565,1.8821967,0.0818
8br9_99,0,8br9,0.010560633,-15.54113,-20.2797,-0.206,5.679,2.077,0.096,15.7,0.132471,11.669,28.922,0,4,-1.790816426,1.9303117,0.1114
8br9_100,0,8br9,0.025163224,-53.0379,-115.769,-3.073,-33.928,3.153,-0.1323,-10.31,0.615702,8.275,20.027,0,4,0.699342012,1.0318661,0.1166
8ct8_1,1,8ct8,-0.041995484,-126.03665,-216.682,-7.782,-33.502,8.714,-0.328,-35.84,1.005405,0.313,0.968,0.931034,1,0.826004744,0.041318655,0.1324
8ct8_2,0,8ct8,-0.041995484,-39.91122,68.9693,10.916,-22.355,8.134,-0.0934,-18.74,0.624435,14.99,56.252,0,4,-1.368600249,1.6942551,0.1014
8ct8_3,0,8ct8,-0.041995484,-39.36818,32.4368,0.77,-7.063,5.985,-0.0097,-10.01,0.473864,16.96,55.965,0,4,-0.804391682,1.8082099,0.1474
8ct8_4,0,8ct8,-0.041995484,-66.62394,84.261,-78.506,-6.929,6.418,-0.1993,-17.7,0.49359,16.91,56.967,0,4,-2.113987923,1.4188797,0.1635
8ct8_5,0,8ct8,-0.041995484,-55.02296,27.6219,-3.196,-16.469,3.348,-0.1012,13.1,0.776583,15.719,31.352,0.017241,4,-0.223137781,1.449544,0.2148
8ct8_6,0,8ct8,-0.041995484,-67.212301,572.729,-96.302,-0.766,6.931,-0.216,-22.63,0.551985,17.569,58.751,0,4,-2.376400709,1.3642759,0.089
8ct8_7,0,8ct8,-0.041995484,-79.04962,0.861148,-2.333,-10.591,4.291,-0.0872,-12.08,0.623302,20.617,55.915,0,4,-2.879482746,1.9213091,0.1248
8ct8_8,0,8ct8,-0.041995484,-71.07718,567.652,73.438,-21.692,1.34,-0.0813,-29.62,0.335344,16.453,59.844,0,4,-0.932650983,1.0831518,0.2274
8ct8_9,0,8ct8,-0.041995484,-31.62684,2632.91,166.021,-4.876,1.515,-0.0062,-10.62,0.329413,17.463,55.948,0,4,-3.119782448,1.9424317,0.142
8ct8_10,0,8ct8,-0.041995484,-71.07691,285.235,9.461,5.283,5.005,-0.061,-1.82,-0.024554,20.814,59.223,0,4,-3.450983524,1.9412231,0.2274
