PDB,seqid,classification,PID,label,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,GNN-DOVE,dMaSIF,DeepRank-GNN,PIsToN
T40_1451,100,incorrect,T40,0,-45.14412,-20.2963,27.607,-21.842,8.165,-0.2115,-35.39,1.035954,0.2331,0.913862467,0.01542531,1.703532815
T40_1452,100,incorrect,T40,0,-51.3058,-43.5827,17.352,-15.86,3.525,0.2274,-86.44,1.740119,0.2274,-0.010304207,0.011582926,-1.63606441
T40_1453,100,acceptable,T40,1,-121.161261,-229.236,-8.822,-13.444,-0.235,-0.3361,-57.67,1.656157,0.2274,0.449756444,0.010279951,-1.488531113
T40_1454,99.4,incorrect,T40,0,-18.029226,163.773,46.594,5.912,0.958,-0.0265,-7.49,0.334018,0.2274,0.074018382,0.007622239,0.855984688
T40_1455,100,incorrect,T40,0,-58.08612,-156.301,-6.97,-1.24,1.17,-0.3848,-61.42,0.982518,0.2274,0.778368831,0.003579073,-0.850591183
T40_1456,100,incorrect,T40,0,-36.4427,-37.2889,2.143,-15.041,0.245,0.0157,3.64,0.263758,0.2274,-1.21264708,0.006699896,1.793541193
T40_1457,100,"clashes,incorrect",T40,0,-69.84814,1970.11,584.256,9.846,7.339,-0.2548,-91.88,1.552901,0.2327,0.070380539,0.010279951,0.710613072
T40_1458,100,incorrect,T40,0,-26.74798,-28.1436,-1.379,-12.065,-2.18,-0.0856,-3.08,0.116588,0.2769,-1.002398968,0.001713849,1.033860445
T40_1459,100,"clashes,incorrect",T40,0,-34.31128,1751.02,618.594,31.349,-4.061,0.1028,-76.31,1.06595,0.235,-1.476306319,0.017556708,0.936034679
T40_146,100,incorrect,T40,0,-64.09471,6.41044,32.918,-3.268,-3.346,-0.1801,-34.24,0.539839,0.3597,-2.271486521,-0.035366967,0.69579488
T40_1460,100,incorrect,T40,0,-52.95466,849.878,308.43,21.291,-7.214,-0.0244,-64.68,0.869654,0.2287,-1.655214548,0.00653719,0.384422302
T40_1461,100,incorrect,T40,0,-51.2893,-100.561,43.349,-17.728,6.809,-0.1659,-29.02,0.644098,0.2274,-0.251618683,0.006891411,1.5508008
T40_1462,99.4,"clashes,incorrect",T40,0,-79.70917,2416.55,643.244,8.437,-1.096,-0.1495,-86,1.008034,0.6254,-0.600640357,0.051574159,-1.5374856
T40_1463,98.2,incorrect,T40,0,-74.96689,1105.92,412.798,-0.037,-1.95,-0.2222,-43.54,0.461006,0.2577,-1.104045272,0.013929606,1.279926419
T40_1464,100,incorrect,T40,0,-70.483108,-101.594,34.357,-27.406,9.076,-0.2095,-41.31,1.082814,0.2407,0.532891929,0.009772071,1.240244508
T40_1465,100,incorrect,T40,0,-35.79366,1.34483,28.414,-7.859,-3.756,-0.1026,-37.58,0.370632,0.3722,-1.222199798,0.006154131,1.286463976
T40_1466,98.2,"clashes,medium",T40,1,-68.78256,908.927,407.961,-4.62,8.139,-0.1673,-107.84,1.307121,0.2944,0.432912469,0.473158002,0.80478251
T40_1467,100,high,T40,1,-92.72956,-148.024,-5.478,-13.446,4.577,-0.4359,-32.39,1.017116,0.2274,0.83109647,0.007307609,-1.49680686
T40_1468,100,incorrect,T40,0,-57.33452,23.7022,56.475,-14.606,1.983,-0.042,-32.8,0.755805,0.296,-0.151517957,0.01503494,1.360841751
T40_1469,98.2,incorrect,T40,0,-98.41162,-220.675,-5.215,-33.396,9.988,-0.3431,-23.34,0.942775,0.2372,1.530140519,0.009187781,0.793590784
T40_147,100,medium,T40,1,-103.79696,242.133,101.581,-14.6,2.703,-0.1536,-72.44,1.262103,0.2274,-0.202521786,0.009306952,-0.192447543
T40_1470,100,incorrect,T40,0,-91.55764,415.421,89.494,-21.372,-3.383,-0.3245,-36.02,0.961897,0.2671,0.185851946,0.014173151,1.326248527
T40_1471,98.2,"clashes,incorrect",T40,0,-73.20056,2466.14,644.704,7.986,-10.515,0.1439,-68.47,0.195547,0.2918,-1.63934207,0.008935811,0.473162174
T40_1472,100,high,T40,1,-124.8902,-321.35,-12.228,-30.374,8.993,-0.5294,-85.56,1.666394,0.3115,0.615641594,0.301660836,-1.332724333
T40_1473,98.2,"clashes,high",T40,1,-87.91418,1492.19,474.526,-6.066,9.902,-0.4056,-126.59,1.434048,0.2875,-0.135160714,0.107643433,0.134041429
T40_1474,100,high,T40,1,-111.03591,-197.263,-8.63,-18.244,3.782,-0.3566,-64.34,1.344478,0.2274,0.405358195,0.014474269,-1.045628667
T40_1475,100,medium,T40,1,-82.10467,573.749,215.198,-2.876,5.119,-0.3228,-72.77,1.331058,0.2274,0.186795101,0.006526608,-1.574858427
T40_1476,100,high,T40,1,-111.82352,-206.007,-8.633,-19.324,2.345,-0.4886,-61.82,1.310341,0.2274,0.605298817,0.007207717,-1.668018818
T40_1477,100,incorrect,T40,0,-52.36164,0.972668,20.683,-26.487,3.41,-0.0022,-24.62,0.713243,0.3033,0.816994965,0.005002765,1.882692575
T40_1478,100,incorrect,T40,0,-59.89606,-125.623,19.255,-21.672,6.431,-0.1134,-19.05,0.737629,0.2274,0.349607259,0.003845115,1.659685969
T40_1479,100,incorrect,T40,0,-69.66934,-196.471,-5.602,-25.469,6.179,-0.2309,-44.09,0.80106,0.2274,0.34586814,0.004209369,1.585827589
T40_148,98.2,incorrect,T40,0,-88.95126,-143.916,-4.304,-18.715,3.16,-0.1844,-13.83,0.913297,0.2274,0.621715724,0.008748084,0.23834908
T40_1480,100,incorrect,T40,0,-38.72702,-4.14713,-0.332,-8.455,-2.965,0.0164,7.2,0.246433,0.2499,-1.620225668,0.006548272,1.663817525
T40_1481,100,incorrect,T40,0,-49.555541,-54.8293,23.492,-5.3,2.388,-0.3038,-43.85,0.816382,0.2274,0.439110637,0.00472489,0.218087673
T40_1482,100,high,T40,1,-90.44054,100.005,42.976,-12.794,3.556,-0.3076,-78.55,1.477286,0.2274,0.336693108,0.011230503,-1.371350408
T40_1483,100,high,T40,1,-110.6366,-293.859,-10.894,-32.683,9.806,-0.4489,-75.91,1.475449,0.2735,1.230275273,0.255701572,-1.039835572
T40_1484,100,incorrect,T40,0,-85.64042,-41.568,74.876,-6.102,2.96,-0.1816,-31.38,1.288286,0.501,-0.151913449,0.193173036,0.603539944
T40_1485,100,incorrect,T40,0,-38.069626,42.759,30.4,-3.432,-1.146,-0.0183,-38.11,0.60933,0.2274,-0.233105302,0.010279951,1.036966801
T40_1486,100,acceptable,T40,1,-77.25467,1163.3,410.617,-6.637,3.983,-0.2908,-78.18,0.767122,0.2274,-0.431809157,0.006557353,-1.27643609
T40_1487,100,incorrect,T40,0,-65.12459,88.7094,78.101,-0.52,0.047,0.1087,-19.44,0.582837,0.2328,-0.435923308,0.007069177,1.747695208
T40_1489,100,incorrect,T40,0,-79.75968,-15.8058,65.122,-17.073,2.409,-0.2379,-47.94,0.888884,0.2274,-0.290165335,0.027923591,-0.241431832
T40_149,100,incorrect,T40,0,-64.406252,-89.7967,-4.583,-17.16,-2.986,-0.1487,-6.16,0.653043,0.2943,-0.081959441,0.022376128,0.822574258
T40_1490,100,incorrect,T40,0,-129.9082,-301.521,-2.877,-37.76,6.913,-0.3983,-51.17,1.211761,0.2337,0.736592114,0.010279951,-1.128485203
T40_1491,100,incorrect,T40,0,-73.756351,-78.4328,40.82,-5.651,1.633,-0.2036,-37.86,0.955614,0.2274,-0.534010589,0.043593317,1.540182948
T40_1492,98.2,high,T40,1,-97.851058,-140.94,-6.848,-9.159,3.565,-0.2636,-43.28,1.084748,0.2274,0.347678304,0.005121757,-1.265630841
T40_1493,100,incorrect,T40,0,-55.0687,-101.982,40.551,-14.863,6.813,-0.2221,-29.64,0.861566,0.2274,0.139374241,0.007767305,1.58463037
T40_1495,100,incorrect,T40,0,-32.85645,500.141,257.969,2.875,4.035,-0.0802,-35.75,0.417292,0.2728,-1.937443018,0.009490686,1.594620705
T40_1496,98.2,incorrect,T40,0,-69.457561,-133.565,-2.942,-13.593,-3.301,-0.1449,-18.58,0.553578,0.2903,0.139865756,0.001634794,1.427427649
T40_1497,98.2,"clashes,medium",T40,1,-61.58724,1486.93,552.591,-20.378,12.976,-0.3258,-130.5,1.400611,0.2437,-0.054185577,0.107813433,-0.377130389
T40_1498,98.2,medium,T40,1,-67.96412,586.781,345.895,-16.972,10.661,-0.3861,-98.72,1.274605,0.2558,0.32979852,0.029888108,0.039407134
T40_15,100,incorrect,T40,0,-54.53764,75.2866,63.814,-20.238,4.456,-0.1936,-30.4,1.021484,0.2518,0.28102687,0.037011426,1.080216408
T40_150,100,acceptable,T40,1,-126.86713,-232.679,-9.181,-12.012,2.478,-0.4457,-57.35,1.523569,0.2274,0.395899236,0.010279951,-1.728104711
T40_1500,98.2,incorrect,T40,0,-57.65584,238.303,150.299,-6.583,7.004,-0.2142,-66.88,1.005996,0.3444,0.054492593,0.124905616,0.931087673
T40_1501,100,incorrect,T40,0,-41.62055,-32.7051,-0.872,-13.741,-3.095,-0.0752,0.88,0.443284,0.2947,-1.718997121,0.005725826,1.158695102
T40_1502,100,incorrect,T40,0,-66.62388,5.02417,35.222,-10.756,-0.938,-0.0081,-16.45,0.866912,0.3761,-1.312795639,0.010279951,1.887143373
T40_1503,100,high,T40,1,-104.4702,-168.015,-6.821,-17.004,2.914,-0.4752,-42.97,1.216604,0.2274,0.494899601,0.005151993,-0.846711814
T40_1504,100,high,T40,1,-114.71115,-219.01,-8.669,-20.498,4.237,-0.481,-68.99,1.388316,0.2274,0.541158736,0.010676853,-1.128491402
T40_1505,100,high,T40,1,-119.15034,-316.133,-12.146,-30.497,10.684,-0.5664,-91.06,1.657595,0.2869,0.454735667,0.398110449,-1.73960495
T40_1506,100,incorrect,T40,0,-49.45232,1911.32,572.653,6.086,0.804,-0.0936,-62.06,0.873024,0.6088,-0.808957994,0.066054359,0.126468539
T40_1507,100,incorrect,T40,0,-58.84957,156.866,78.44,0.944,-2.609,0.0611,-12.12,0.423816,0.2365,-0.14320612,0.005432285,1.689873338
T40_1508,100,acceptable,T40,1,-125.13217,-221.31,-9.48,-5.381,4.061,-0.3427,-51.81,1.555507,0.2274,0.244241819,0.010279951,-1.372587681
T40_1509,100,incorrect,T40,0,-28.9191,140.279,63.56,-4.499,-2.77,-0.1464,-9.54,0.352249,0.3091,-1.288405299,0.004531727,1.082691073
T40_151,98.2,high,T40,1,-90.57476,-133.294,-6.914,-8.382,2.985,-0.2734,-41.78,1.089596,0.2274,0.593608439,0.004020022,-1.015250444
T40_1510,100,incorrect,T40,0,-65.491,-28.547,16.903,12.454,-3.452,-0.0309,-18.43,0.84189,0.3163,-2.223852634,0.135254487,0.98892647
T40_1512,100,incorrect,T40,0,-22.834059,-22.7294,-3.332,-6.943,-0.54,-0.0045,-6.51,0.126715,0.2757,-1.050349951,0.003833993,1.602827072
T40_1513,100,high,T40,1,-101.9789,-1.09079,34.796,-13.035,4.09,-0.1395,-75.75,1.442421,0.2274,0.298927337,0.012924725,-0.815040469
T40_1514,99.4,incorrect,T40,0,843267.3307,392.153,97.618,-3.259,2.84,-0.0807,-15.61,0.680288,0.3068,0.24114418,0.01758877,1.025539041
T40_1515,100,incorrect,T40,0,-69.03858,34.4008,104.044,-26.826,8.988,-0.2904,-34.62,1.14545,0.2762,-0.022522567,0.015114879,1.204084754
T40_1516,99.4,incorrect,T40,0,-23.169352,153.928,86.63,-12.125,3.187,-0.0414,-5.81,0.271779,0.2274,-1.263439417,0.005310589,1.528062582
T40_1517,100,incorrect,T40,0,-89.47068,-257.423,-3.848,-23.268,9.819,-0.3041,-20,0.976171,0.2702,1.717855453,0.017452726,0.558448434
T40_1518,100,incorrect,T40,0,-49.75338,386.537,177.072,-18.483,5.432,-0.0829,-24.57,0.642735,0.2274,-0.391491085,0.006461528,1.781641483
T40_1519,100,incorrect,T40,0,-45.41194,105.561,76.556,6.606,0.147,-0.0748,-36.28,0.733037,0.3121,-1.506981254,0.013745774,1.382689476
T40_152,100,incorrect,T40,0,-88.67562,-53.3928,62.835,-14.275,2.133,-0.2796,-52.82,1.052024,0.2327,0.25378406,0.010279951,1.196538448
T40_1520,100,incorrect,T40,0,-59.91446,1016.48,347.334,-14.296,7.677,-0.2814,-65.58,1.019333,0.2591,-0.085128494,-0.201494873,1.439052701
T40_1521,98.2,incorrect,T40,0,-93.01648,-167.559,-1.415,-19.221,3.745,-0.2179,-18.4,0.926919,0.2274,0.675332248,0.009033686,0.767320633
T40_1522,100,acceptable,T40,1,-138.46118,-230.638,-9.648,-9.47,2.61,-0.3913,-59.08,1.53415,0.2274,0.129171431,0.010279951,-1.584665298
T40_1523,100,incorrect,T40,0,-53.92842,-98.6473,6.037,-5.121,3.718,-0.1484,-23.79,0.762478,0.3317,0.201517254,0.010279951,1.117656231
T40_1524,100,incorrect,T40,0,-59.27029,27.7463,80.129,1.338,0.456,0.0773,-40.53,0.677026,0.2274,0.38983047,0.004527631,1.495440125
T40_1525,99.4,incorrect,T40,0,7320629.039,1124,324.568,-8.642,1.106,-0.0861,-20.13,0.056605,0.2401,-0.371047199,0.005250055,1.695977569
T40_1526,100,incorrect,T40,0,-46.90994,602.318,199.968,-4.391,3.388,-0.1398,-50.43,0.628212,0.2274,-0.503519952,0.007336665,1.082201958
T40_1528,98.2,incorrect,T40,0,-70.63961,-109.661,-1.645,-18.243,-1.183,-0.049,-16.67,0.665729,0.2918,0.400565296,0.002479282,1.142733812
T40_1529,100,incorrect,T40,0,-102.2593,-248.092,-5.328,-21.712,8.883,-0.2515,-24.65,1.016781,0.2699,1.790913224,0.067760378,1.211522341
T40_153,100,incorrect,T40,0,-58.92797,77.3046,47.329,-7.604,-7.028,-0.1483,-25.21,0.592931,0.2287,-0.548167288,0.006996984,1.28031528
T40_1530,100,incorrect,T40,0,-33.45201,46.9214,38.482,-5.427,3.086,-0.0462,-33.58,0.577005,0.2274,-0.107623726,0.011327583,1.885145664
T40_1531,100,incorrect,T40,0,-68.96152,-139.28,-6.042,-25.308,4.953,-0.2364,-15.56,0.877431,0.2628,1.018613696,0.009505292,1.402530909
T40_1532,100,incorrect,T40,0,-38.50332,-62.6394,-2.752,0.743,2.075,-0.0522,-37.55,1.051617,0.2274,0.1584723,0.004079346,0.8276003
T40_1533,100,incorrect,T40,0,-0.72164,127.297,30.231,11.789,-4.533,0.063,19.8,0.274601,0.2274,-0.908097804,0.005224245,1.535176277
T40_1534,100,incorrect,T40,0,-96.2185,9.43238,77.904,-27.443,1.264,-0.1871,-44.77,0.985278,0.4878,0.70966506,0.100632198,0.818679571
T40_1535,100,acceptable,T40,1,-85.16321,292.337,62.829,-12.829,1.36,-0.1595,-35.56,0.813291,0.2274,-0.3802692,0.004257583,-0.397524118
T40_1536,100,incorrect,T40,0,7.241453999999999,408.426,176.582,-19.088,5.682,-0.1697,-42.99,0.824272,0.3015,-0.418999225,0.010279951,1.86352253
T40_1537,100,incorrect,T40,0,-61.04817,-35.9464,27.302,-19.232,6.634,-0.1698,-20.57,0.828316,0.2274,0.776574194,0.012073874,1.117709637
T40_1538,100,acceptable,T40,1,-117.317268,-174.397,-9.752,-5.506,0.282,-0.2687,-55.34,1.442908,0.2274,0.192094177,0.010279951,-1.553276062
T40_154,100,incorrect,T40,0,-36.38047,-0.567282,1.138,-17.006,-2.767,-0.1173,-4.88,0.418432,0.2588,-1.067274451,0.009351076,1.871521473
T40_1540,100,incorrect,T40,0,-99.08302,408.511,231.344,-24.612,9.528,-0.2347,-64.47,1.132461,0.2879,0.470252097,0.064784281,0.470279574
T40_1541,100,medium,T40,1,-162.229,-344.032,-12.447,-31.548,2.865,-0.2773,-93.26,2.021736,0.2274,0.023055337,0.009861851,-1.871749878
T40_1542,100,incorrect,T40,0,-71.83149,443.236,177.917,-24.118,2.443,-0.2327,-40.83,1.105023,0.2745,0.481750757,0.013864493,1.422836185
T40_1543,100,incorrect,T40,0,-56.01895,-66.2762,8.355,-30.117,0.458,-0.2577,-28.98,0.83758,0.3127,0.993032992,0.00665651,0.951758862
T40_1544,100,medium,T40,1,-95.21099,-158.677,-5.897,-15.159,3.651,-0.5217,-34.14,1.098219,0.2274,0.975682318,0.00413856,-0.52192843
T40_1545,100,incorrect,T40,0,-88.8788,-247.083,-3.894,-23.493,9.953,-0.2297,-24.36,1.051564,0.2645,1.245852828,0.010279951,0.844758391
T40_1546,100,acceptable,T40,1,-5.235634,24.8301,36.452,-8.06,0.566,-0.1504,-12.79,0.548699,0.2274,0.135078564,0.002284456,1.535539031
T40_1547,100,incorrect,T40,0,-63.82778,-244.838,-0.409,-26.733,11.383,-0.2268,-62.84,1.131519,0.2274,1.400096893,0.004115049,0.146711349
T40_1549,100,incorrect,T40,0,-60.84187,10.6011,53.733,-7.058,0.525,-0.2062,-11.2,0.831131,0.2274,-1.019066215,0.002653935,1.412478805
T40_155,100,acceptable,T40,1,-33.59648,-130.086,20.195,-12.969,-1.075,-0.3553,-87.72,2.095749,0.2274,0.011657788,0.010279951,-0.739624679
T40_1550,100,incorrect,T40,0,-66.9263036,-131.252,-6.153,-25.703,4.905,-0.2339,-17.17,0.851486,0.2561,0.912328899,0.0101238,1.531903505
T40_1551,100,incorrect,T40,0,-92.8202,-151.112,-6.496,-19.634,-2.155,-0.331,-60.06,0.990228,0.313,0.288952976,0.032109,-1.336567163
T40_1552,100,acceptable,T40,1,-113.50318,-220.262,-8.846,-16.985,3.697,-0.4739,-57.73,1.662349,0.2274,0.522188842,0.012135597,-1.737143993
T40_1553,100,high,T40,1,-101.82768,-161.585,-7.137,-16.875,5.473,-0.438,-59.06,1.321217,0.2274,0.600484729,0.014283207,-1.21462965
T40_1554,100,acceptable,T40,1,-68.34134,-273.773,-6.99,-30.34,9.167,-0.3412,-68.16,1.191623,0.2274,0.920992255,0.003425033,-0.112424135
T40_1555,100,incorrect,T40,0,-67.07067,-157.777,-4.035,-10.079,3.682,-0.4485,-41.8,1.082646,0.2274,0.600056052,0.0034776,0.020160794
T40_1556,100,incorrect,T40,0,-137.65065,-286.218,-9.826,-29.311,4.231,-0.4394,-92.83,1.565403,0.29,0.733196318,0.058037356,-1.819314599
T40_1557,100,incorrect,T40,0,-68.36111,-118.206,3.98,-4.23,2.028,-0.134,-25.84,0.834521,0.2274,-0.574512601,0.010279951,1.676660538
T40_1558,100,incorrect,T40,0,-72.50121,-185.5,-2.158,-13.838,5.43,-0.2709,-4.06,0.657702,0.2502,0.674477577,0.010279951,1.798561931
T40_1559,100,incorrect,T40,0,-42.693783,148.358,63.611,11.995,-2.424,-0.0323,-21.1,0.59963,0.2306,-0.288076073,0.065271832,1.929526329
T40_156,100,incorrect,T40,0,-81.62172,-134.835,47.89,-32.309,3.944,-0.1751,-30.48,0.920625,0.3278,0.668162286,0.006558072,0.76240629
T40_1560,100,acceptable,T40,1,-48.93175,-33.6975,60.435,-1.451,5.711,-0.2797,-33.89,0.877851,0.2274,0.271301478,0.003756969,1.52300024
T40_1561,100,incorrect,T40,0,-60.70226,-53.9596,41.926,-10.584,5.019,-0.1813,-31.7,1.166671,0.2274,0.5327214,0.005007671,1.140645385
T40_1562,98.2,medium,T40,1,-136.2497,-335.294,2.313,-40.381,10.377,-0.457,-109.04,1.838502,0.3327,0.751089334,0.392022014,-1.734944582
T40_1563,98.2,medium,T40,1,-129.42072,-312.421,-11.707,-35.399,7.409,-0.3769,-78.79,1.414549,0.2889,0.20947361,0.249418244,-1.559957743
T40_1564,100,medium,T40,1,-80.92401,272.041,134.037,-5.321,5.087,-0.2665,-83.28,1.404661,0.2274,0.335960418,0.014273909,0.007761478
T40_1565,98.2,incorrect,T40,0,-84.71091,1504.1,348.181,-21.866,0.41,-0.2525,-29.84,0.534129,0.2274,-0.161709279,0.010279951,1.461606145
T40_1566,100,incorrect,T40,0,-73.44719,211.294,167.314,-12.633,-0.605,-0.2249,-69.49,0.955332,0.3101,-0.783700526,-0.025239348,0.687154353
T40_1567,100,incorrect,T40,0,-26.77924,-56.3962,-0.452,-10.334,-3.861,-0.0746,0.74,0.249528,0.2598,-1.545132637,0.004668079,1.15105629
T40_1568,100,acceptable,T40,1,-71.41846,-81.9963,32.189,-15.809,5.085,-0.2663,-23.68,0.885392,0.2853,-0.204217002,0.008853144,1.025829673
T40_1569,100,incorrect,T40,0,-33.82796,-18.1489,38.314,-20.395,6.1,-0.1938,-31.48,0.79494,0.2274,0.869162738,0.004959271,0.822105527
T40_157,100,incorrect,T40,0,-26.64972,-60.3216,-1.156,-0.844,-0.199,0.0526,5.91,0.31715,0.2274,-0.236196369,0.004998584,1.610961199
T40_1570,100,incorrect,T40,0,-26.74798,-28.1436,-1.379,-12.065,-2.18,-0.0856,-3.08,0.116588,0.2769,-1.002398968,0.001713849,1.036484003
T40_1573,100,incorrect,T40,0,-55.15361,8.7037,50.363,5.373,-1.992,-0.0429,-39.13,1.021098,0.2274,-0.391195178,0.010279951,1.040466547
T40_1574,100,incorrect,T40,0,-104.86542,-237.403,-7.289,-19.646,5.314,-0.1675,-87.22,2.328112,0.2274,1.098416448,0.005624472,-1.681462884
T40_1575,100,acceptable,T40,1,-84.68263,454.226,228.62,-12.794,4.603,-0.317,-73.41,1.1099,0.2274,-0.146813333,0.013954213,-0.228720427
T40_1576,99.4,incorrect,T40,0,-72.21084,61.5045,67.209,0.076,0.824,0.0545,-49.76,0.802238,0.5508,-0.631340027,0.020824991,1.265451074
T40_1577,100,incorrect,T40,0,-26.79202,973.784,367,21.208,-6.034,0.197,-63.58,0.916732,0.2274,-1.411004305,0.010279951,0.060588121
T40_1578,100,"clashes,incorrect",T40,0,-82.03812,1887.84,461.215,-2.45,0.265,-0.2808,-71.08,0.710697,0.3265,-0.170414239,0.029100109,0.05833149
T40_1579,100,incorrect,T40,0,-73.42496,-10.8849,69.241,-27.192,5.663,-0.1404,-30.9,0.690079,0.2274,0.571201146,0.011149306,1.370944142
T40_158,100,incorrect,T40,0,-103.6985,-261.495,-6.053,-23.764,8.386,-0.3734,-25.79,1.079296,0.2644,1.68074882,0.010279951,1.172468901
T40_1580,100,incorrect,T40,0,-67.36402,-20.0942,58.478,-22.11,3.238,-0.2407,-56.14,1.061381,0.2553,0.411147952,0.009549387,0.047765255
T40_1581,100,high,T40,1,-109.85023,-229.459,-9.476,-14.53,4.053,-0.3822,-67.27,1.503904,0.2274,0.421060711,0.012358431,-1.408410549
T40_1582,100,incorrect,T40,0,-76.13632,-41.0879,18.999,-12.762,-2.336,-0.2192,-33.73,0.938979,0.2274,-0.61328125,0.007035059,0.867576838
T40_1583,100,incorrect,T40,0,-74.00386,-57.7706,14.787,-10.501,2.428,-0.0993,-29.24,1.071685,0.2684,-1.397965193,0.010651217,1.461140275
T40_1584,98.2,medium,T40,1,-69.788715,677.942,249.157,-0.269,3.446,-0.2099,-69.7,1.224809,0.2274,0.323643625,0.00864032,-0.039524555
T40_1585,100,incorrect,T40,0,-113.6849,-258.723,-5.459,-27.729,8.456,-0.3454,-28.29,1.266199,0.2679,1.198304176,0.010279951,0.087311029
T40_1586,100,incorrect,T40,0,-45.62132,-102.254,-0.211,-18.994,-0.521,-0.0815,-5.74,0.519472,0.288,-0.439900935,0.005646239,1.177967429
T40_1587,100,incorrect,T40,0,-23.59408,123,90.011,-3.466,6.65,-0.1752,-14.64,0.668703,0.2764,-0.652179003,0.013589079,1.79335475
T40_1588,100,incorrect,T40,0,-50.61463,-26.1377,27.753,4.498,-4.148,-0.0505,-30.78,0.566586,0.312,-0.771817446,0.010789337,0.034083724
T40_1589,100,incorrect,T40,0,-44.21875,121.198,96.725,-12.851,2.293,-0.0989,-33.94,0.536191,0.2664,-1.406417727,0.017435437,1.323905706
T40_159,100,incorrect,T40,0,-42.31696,45.5036,66.768,-12.199,5.162,-0.0784,-33.42,0.61581,0.2274,-0.022497632,0.03098521,1.08404541
T40_1590,100,incorrect,T40,0,-68.58615,-106.932,-3.337,-4.929,2.974,-0.0963,-52.86,0.945901,0.2274,-0.015819296,0.002251985,-0.066769361
T40_1591,100,incorrect,T40,0,-40.2526,170.099,47.149,26.72,-3.222,0.1527,-10.97,0.425515,0.3045,-2.750319958,0.10050118,1.910798311
T40_1593,100,incorrect,T40,0,-66.86532,-124.038,26.492,-12.695,4.281,-0.3475,-55.37,1.167963,0.3285,0.348724306,0.048594072,0.06391573
T40_1594,98.2,incorrect,T40,0,-48.76362,623.505,145.73,10.768,-7.471,-0.0919,-38.15,0.646005,0.2274,-1.131490588,0.006301016,1.009633303
T40_1595,99.4,incorrect,T40,0,-30.85288,167.26,94.732,-2.311,1.411,-0.0929,-8.34,0.156033,0.2274,0.558764458,0.003607445,1.847719908
T40_1596,100,incorrect,T40,0,-29.62419,98.9774,39.785,0.72,-1.281,-0.0471,-8.53,0.726136,0.2409,0.074806586,0.005308562,0.885388851
T40_1597,100,acceptable,T40,1,-73.23369,276.067,137.057,-9.448,2.557,-0.1333,-55.67,0.884943,0.2274,-0.05791273,0.04023755,-0.097049952
T40_1598,98.2,"clashes,medium",T40,1,-51.19382,1536.72,561.702,-18.956,11.556,-0.2702,-134.87,1.41234,0.2435,-0.016551169,0.079605468,-1.162854195
T40_1599,98.2,incorrect,T40,0,-11.52367,1505.77,313.197,18.357,-6.877,0.0609,-30.51,0.39898,0.2274,-1.417226315,0.002536375,1.534454107
T40_16,100,incorrect,T40,0,-72.52541,738.599,248.069,-8.964,2.859,-0.1816,-41.01,0.901091,0.2325,-0.152502611,0.008238222,1.821599245
T40_160,100,incorrect,T40,0,-121.3766,-277.659,-6.053,-33.685,7.21,-0.4268,-34.84,0.931668,0.242,0.873668492,0.032523844,0.00099659
T40_1601,100,medium,T40,1,-86.98753,-150.967,13.914,-16.789,6.364,-0.3411,-61.76,1.389329,0.2274,0.78919816,0.013026685,-1.030709028
T40_1602,100,incorrect,T40,0,-42.560478,-60.419,19.15,-14.251,5.271,-0.0873,-24.29,0.733738,0.2378,0.091600411,0.007623974,1.592493176
T40_1603,100,acceptable,T40,1,-122.744982,-267.157,-10.238,-12.924,3.028,-0.2724,-70.51,1.673558,0.2274,-0.03598319,0.010279951,-1.740653515
T40_1604,100,acceptable,T40,1,-62.89468,27.7686,91.889,-17.898,8.382,-0.2735,-55.36,1.016261,0.2274,0.236308917,0.00621397,0.794009507
T40_1605,100,high,T40,1,-105.90097,-196.255,-9.303,-18.141,3.094,-0.3598,-57.13,1.27048,0.2274,0.885430455,0.007511719,-1.224984646
T40_1606,100,medium,T40,1,-62.22025,1002.43,417.857,1.888,4.357,-0.2889,-90.25,1.255939,0.2274,0.073539518,0.01848321,-1.594563007
T40_1607,100,incorrect,T40,0,-36.3224,317.666,125.701,-14.237,0.303,-0.1454,-40.99,0.777322,0.2466,0.331709117,0.002812576,0.976418555
T40_1608,100,incorrect,T40,0,-34.14666,368.852,62.2,-17.102,-1.739,-0.0091,-10.6,0.366321,0.3624,-1.244047403,0.003938662,1.007616639
T40_1609,100,incorrect,T40,0,-9.11708,-123.885,3.474,-12.601,8.436,-0.2082,-52.19,0.699997,0.2274,-0.375381321,0.04045745,-0.05568397
T40_161,100,incorrect,T40,0,-24.64368,-24.6856,8.709,-2.472,5.966,-0.0627,-92.12,0.960683,0.4258,-0.264590204,0.00550229,-1.173380733
T40_1611,100,incorrect,T40,0,-45.44373,258.289,89.285,-14.212,-6.328,0.0153,-15.91,0.238642,0.3514,-1.061206698,0.004018677,1.55025363
T40_1612,100,incorrect,T40,0,-40.250834,16.3908,51.236,-10.635,1.103,-0.0193,-29.71,0.559463,0.2366,0.086073183,0.131333843,1.621223092
T40_1613,100,incorrect,T40,0,-52.27402,-49.7436,28.148,-15.158,4.36,-0.0476,-27.26,0.641938,0.3075,-0.377750188,0.004163399,1.377131939
