PDB,PID,seqid,label,capri_quality,Unnamed: 5,Unnamed: 6,model,nclash,fnat,fnonnat,lrmsd,irmsdbb,irmsdsc,distance,theta,classification,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,DeepRank-GNN,GNN-DOVE,dMaSIF,PIsToN,DeepRank,HADDOCK
T40_2126,T40,100.0,0,4,,,T40_2126_conv,Jul-79,0.0,1.0,62.9587,20.749,21.9308,61.6278,64.7484,incorrect,-29.2358,-4.646,-9.021,-1.761,-0.0428,-11.21,0.309637,0.039252289,0.0765,-1.450343966,0.632955968,1.913266063,-39.73122
T40_2127,T40,100.0,0,4,,,T40_2127_conv,14/79,0.0789,0.7273,28.4097,10.0688,10.5471,22.1136,96.6722,incorrect,-103.176,5.905,-21.215,7.573,-0.1167,-21.04,0.568979,0.730129242,0.3483,1.569725394,1.200076699,2.599433064,-4.7733
T40_2128,T40,100.0,0,4,,,T40_2128_conv,Jan-79,0.0,1.0,60.8864,21.8983,23.0907,58.0074,100.5615,incorrect,-46.6323,-0.965,-7.673,-2.471,-0.0664,5.96,0.430356,-0.003292976,0.4925,-1.153480768,1.763081431,-4.852440596,-32.314203
T40_2129,T40,100.0,1,2,,,T40_2129_conv,20/79,0.6094,0.2353,5.9481,1.3062,1.6189,5.037,15.5797,medium,-36.0294,41.272,-10.326,7.603,-0.484,-34.26,1.125884,0.180434227,0.2161,0.508514583,0.006682515,-0.17488122,61.55704
T40_2130,T40,98.2,0,4,,,T40_2130_conv,Oct-79,0.0794,0.9275,15.9861,8.6328,8.9948,2.5346,81.4618,incorrect,-218.764,-8.835,-28.009,-2.889,-0.258,-53.56,1.030538,0.207368627,0.1296,0.462835699,-1.500705481,3.688525438,-112.4874
T40_2131,T40,100.0,0,4,,,T40_2131_conv,33/79,0.0,1.0,56.5501,15.798,16.9026,50.9656,173.4303,incorrect,444.548,267.775,2.296,-5.114,0.0101,-42.92,0.795616,0.018729424,0.1111,-0.680550694,0.744139493,-3794696.75,3036.22038
T40_2132,T40,98.2,0,4,,,T40_2132_conv,113/79,0.0548,0.9556,17.0485,7.1074,8.0882,11.2576,61.5692,"clashes,incorrect",959.118,414.241,-4.636,6.923,0.073,-81.31,0.752965,0.518311799,0.2078,0.054473013,-1.102275848,-189.2826109,6544.73742
T40_2133,T40,100.0,0,4,,,T40_2133_conv,32/79,0.0395,0.9211,34.4123,14.4397,15.2924,24.0154,153.7477,incorrect,-8.62367,65.513,-8.039,5.113,-0.0978,-48.63,0.68802,0.257074058,0.158,0.204960808,1.851073742,-0.950667143,633.8533
T40_2134,T40,100.0,0,4,,,T40_2134_conv,29/79,0.0,1.0,68.9215,23.8949,24.7563,64.5672,172.9732,incorrect,436.346,83.824,0.745,-6.386,0.158,-10.0,0.423632,-0.006866304,0.2269,-1.81203866,1.574945569,-33.18946838,1850.15682
T40_2135,T40,100.0,0,4,,,T40_2135_conv,Sep-79,0.0,1.0,66.6949,23.214,24.5043,62.5381,136.7408,incorrect,-61.8732,-5.912,0.02,-7.706,-0.106,-19.71,0.851317,0.020191543,0.1772,-1.19589746,-1.616445899,2.062137485,-67.86908
T40_2136,T40,100.0,0,4,,,T40_2136_conv,16/79,0.0,1.0,27.3639,12.0075,12.6697,23.3537,73.3692,incorrect,-20.3689,35.052,5.818,2.83,-0.1545,-26.65,0.985161,0.105361,0.1808,-0.153673813,1.49119544,0.591237307,152.81558
T40_2137,T40,100.0,0,4,,,T40_2137_conv,27/79,0.0132,0.9828,38.6877,16.2159,17.0552,30.761,158.9025,incorrect,80.4162,70.473,-9.318,-0.389,0.1389,-39.96,0.813314,0.017674621,0.0487,0.292093337,1.412325859,-15.37144423,584.44416
T40_2138,T40,100.0,0,4,,,T40_2138_conv,41/79,0.1316,0.8148,18.855,8.5991,9.072,9.2858,83.6593,incorrect,-198.578,11.143,-19.059,6.166,-0.2259,-62.0,1.016733,0.235860452,0.1225,0.37513566,0.019885182,2.32624197,-15.591596
T40_2139,T40,100.0,0,4,,,T40_2139_conv,Dec-79,0.0921,0.8793,27.2928,13.5559,14.6677,11.5017,169.3337,incorrect,-190.222,-6.455,-28.313,4.239,-0.1796,-62.73,0.999584,0.366821826,0.122,0.252979368,0.018031955,2.728014469,-49.28022
T40_213,T40,98.2,0,4,,,T40_213_conv,Sep-79,0.0685,0.9123,35.5174,7.9883,8.3604,31.1641,88.2878,incorrect,-163.982,7.509,-14.939,5.498,-0.3263,-32.62,1.164512,0.436017126,0.48,-0.076673418,-0.012251616,-7.571985126,-0.6413
T40_2141,T40,100.0,0,4,,,T40_2141_conv,Feb-79,0.0156,0.9583,29.1646,15.0684,15.8499,13.9674,170.7096,incorrect,-85.0837,-0.471,-12.415,-1.819,-0.0649,-8.09,0.323823,0.010398434,0.4316,0.00398153,1.238386154,-0.459089518,-37.710854
T40_2142,T40,100.0,1,3,,,T40_2142_conv,25/79,0.3438,0.5217,11.1262,2.4661,2.6989,10.1057,23.4036,acceptable,3.02571,55.132,-7.972,4.779,-0.2656,-39.74,0.891528,0.185271293,0.0974,0.289326161,0.882318258,-4.05488348,233.65656
T40_2143,T40,99.4,0,4,,,T40_2143_conv,28/79,0.0938,0.7857,19.3469,4.7814,5.0305,16.4661,53.2501,incorrect,711.817,204.603,-2.345,2.276,-0.056,-0.74,0.304152,0.21850881,0.1486,-0.368747115,1.681838393,-70900.26172,4178.8636
T40_2144,T40,100.0,0,4,,,T40_2144_conv,Nov-79,0.0312,0.974,20.8815,9.8765,10.4548,5.735,116.6194,incorrect,-181.764,-5.047,-16.285,-0.38,-0.4684,-74.13,1.160349,0.098993495,0.1027,0.937569559,-1.617156982,4.465979099,-101.17386
T40_2145,T40,100.0,1,1,,,T40_2145_conv,13/79,0.8684,0.1852,0.8279,0.6184,1.1795,0.5789,2.7395,high,-336.712,-8.996,-34.184,9.617,-0.4516,-97.61,1.69882,0.486176461,0.1405,1.201839685,-1.66785872,4.348776102,-127.79436
T40_2146,T40,100.0,0,4,,,T40_2146_conv,18/79,0.0658,0.9038,25.5439,13.4112,14.0222,12.697,132.8311,incorrect,132.367,92.714,-8.75,1.786,-0.1842,-27.19,0.786721,0.163740858,0.481,-0.26229915,1.752764344,-1604.98175,925.94338
T40_2148,T40,98.2,0,4,,,T40_2148_conv,Jun-79,0.0548,0.9385,34.765,7.877,8.2616,30.3867,87.0574,incorrect,-140.164,8.88,-20.353,4.599,-0.2567,-30.88,1.197036,0.161506489,0.0835,-0.125372708,1.482102633,0.919479966,-37.492065
T40_2149,T40,100.0,0,4,,,T40_2149_conv,17/79,0.0658,0.9,27.6555,14.3115,15.6365,10.6417,177.7467,incorrect,-99.6131,12.355,-6.435,5.473,-0.1049,-15.4,1.029962,0.240595266,0.1349,-0.127323821,1.927254796,2.213415146,109.51478
T40_214,T40,100.0,0,4,,,T40_214_conv,39/79,0.0,1.0,53.8809,16.0646,16.816,48.3872,162.4015,incorrect,142.515,101.015,-17.211,3.343,-0.2685,-22.95,0.631043,0.013078484,0.0613,-0.73333925,1.559126973,-3.635626316,339.09954
T40_2150,T40,100.0,0,4,,,T40_2150_conv,19/79,0.0,1.0,50.8653,16.9429,17.1396,45.3228,137.8216,incorrect,15.4962,83.277,-17.105,5.475,-0.1767,-60.1,0.9537,0.021022204,0.1188,0.374703079,1.042633176,-9.69442606,142.017042
T40_2151,T40,100.0,0,4,,,T40_2151_conv,14/79,0.0,1.0,26.1644,14.8587,15.8972,12.7404,129.134,incorrect,-104.391,-4.039,-25.018,-3.535,-0.2482,-29.38,0.657856,0.044237517,0.2314,-0.225887313,-0.017467737,3.7943573,-66.70032
T40_2152,T40,100.0,0,4,,,T40_2152_conv,27/79,0.0,1.0,51.2473,18.2564,20.301,46.32,147.7369,incorrect,169.794,64.836,-13.829,-6.413,0.0368,-19.85,0.539347,0.028516527,0.2726,-1.390821338,-1.669842005,-64.84596443,811.445869
T40_2153,T40,100.0,0,4,,,T40_2153_conv,41/79,0.0789,0.9104,26.4222,6.5271,7.3319,21.5286,85.0681,incorrect,-98.6744,59.539,-21.956,5.57,-0.1846,-46.65,1.060532,0.280038148,0.4034,0.219551012,1.101754189,4.7057271,182.2853
T40_2154,T40,100.0,0,4,,,T40_2154_conv,Apr-79,0.0,1.0,19.9823,9.1542,9.8816,6.7998,103.8506,incorrect,-116.305,9.597,-14.407,3.995,-0.0809,-22.51,0.658322,0.019678729,0.0447,0.018081579,1.098781824,2.633880019,-26.56256
T40_2155,T40,99.4,0,4,,,T40_2155_conv,Aug-79,0.0781,0.7619,21.6298,9.0256,9.4201,10.8178,98.1604,incorrect,-41.5493,1.065,-9.794,4.088,-0.0483,1.77,0.522207,0.08694686,0.0859,-0.127969936,0.950594306,0.248829484,45.82772
T40_2156,T40,100.0,1,1,,,T40_2156_conv,Apr-79,0.7368,0.082,1.932,0.7132,1.2357,1.6363,4.5776,high,-271.089,-9.856,-29.328,10.261,-0.3755,-69.64,1.399697,0.511830091,0.3448,1.665142298,-1.198465109,3.670966268,-95.94488
T40_2157,T40,100.0,0,4,,,T40_2157_conv,50/79,0.3158,0.6522,16.6786,4.4007,4.5571,14.2993,42.1031,incorrect,116.848,127.368,-6.758,5.908,-0.1834,-73.67,0.910884,0.263131827,0.0756,-0.463694543,1.579364061,-35.87433565,1072.3916
T40_2158,T40,98.2,0,4,,,T40_2158_conv,69/79,0.0,1.0,60.2542,22.6441,23.7193,59.821,37.0113,incorrect,1446.74,397.939,17.019,-14.796,-0.0585,-86.64,0.460842,0.01034186,0.1796,-1.427952051,0.589407682,-565404.4844,4465.0561
T40_2159,T40,100.0,0,4,,,T40_2159_conv,Jan-79,0.0,1.0,54.6238,19.8561,21.4096,49.1387,170.7791,incorrect,-43.0135,0.475,-18.782,-2.411,-0.0782,2.32,0.424876,0.009600194,0.0973,-0.986859441,1.133755326,-3.078399181,-43.67297
T40_215,T40,100.0,0,4,,,T40_215_conv,33/79,0.0,1.0,56.7137,18.6202,19.7178,51.6315,172.6475,incorrect,194.501,98.982,-3.958,0.804,-0.2008,-40.4,0.49466,0.025168162,0.296,0.104642466,-0.196060061,-24.97014189,671.099986
T40_2160,T40,100.0,1,2,,,T40_2160_conv,43/79,0.5625,0.4462,9.666,1.9749,2.2723,8.3524,23.5105,medium,159.993,111.097,-8.825,6.256,-0.2763,-72.51,1.417755,0.171883717,0.1664,0.453530639,-0.125880361,-75.80573845,966.5547
T40_2162,T40,100.0,0,4,,,T40_2162_conv,May-79,0.0789,0.9016,38.133,15.1571,16.0385,29.6638,165.6055,incorrect,-245.943,-5.316,-28.242,8.684,-0.371,-23.13,0.93588,0.363311172,0.1155,1.704178452,1.22147584,3.235072136,-107.6739
T40_2163,T40,100.0,0,4,,,T40_2163_conv,18/79,0.0,1.0,44.21,15.8928,16.2802,43.1996,46.5281,incorrect,-40.4229,55.209,-12.084,0.905,-0.0845,-35.28,1.149367,0.017628035,0.5409,-1.552133918,1.799787045,-0.575538039,328.46236
T40_2164,T40,100.0,0,4,,,T40_2164_conv,39/79,0.0395,0.9552,28.1923,13.1138,13.7423,18.4113,124.3861,incorrect,-138.243,7.827,-23.592,9.334,-0.3167,-30.05,0.856251,0.554136455,0.1159,0.129142672,0.339292765,4.524200201,-59.32432
T40_2165,T40,100.0,1,2,,,T40_2165_conv,35/79,0.7969,0.2817,3.7787,1.1167,1.4622,3.1328,10.1172,medium,-19.0692,34.85,-17.368,2.507,-0.2553,-71.26,1.397448,0.043696098,0.1053,0.127418235,-1.535020351,1.955761671,111.7565
T40_2166,T40,100.0,0,4,,,T40_2166_conv,46/79,0.0,1.0,57.881,15.5687,15.5895,52.3167,151.7736,incorrect,224.2,83.386,-8.949,3.921,0.0198,-79.11,1.01535,0.00877186,0.1464,-0.804604053,0.103010893,0.240910679,2.83298
T40_2167,T40,100.0,0,4,,,T40_2167_conv,34/79,0.0,1.0,28.8706,14.155,15.7795,16.5154,172.5082,incorrect,215.091,100.85,-15.044,-2.856,-0.0781,-47.9,0.963044,0.229474261,0.0777,-0.137332544,1.004371166,-51.80587721,2458.1578
T40_2168,T40,100.0,1,2,,,T40_2168_conv,79/79,0.6094,0.48,8.1585,1.9702,2.2148,6.791,23.0034,medium,843.374,272.145,-9.449,3.011,-0.139,-75.53,1.169566,0.757931769,0.0881,-0.200382888,-0.207418203,479.9004822,4008.5581
T40_2169,T40,100.0,1,2,,,T40_2169_conv,Jun-79,0.6875,0.1373,5.3259,1.1826,1.47,4.7447,11.8108,medium,-155.571,-5.912,-17.307,2.357,-0.3301,-35.63,1.036413,0.108306184,0.1539,0.583949864,-0.011521339,4.021763206,-71.51671
T40_216,T40,100.0,1,2,,,T40_216_conv,Dec-79,0.6562,0.44,7.6538,1.8678,2.1693,6.4332,20.834,medium,-237.234,-9.478,-17.218,4.287,-0.4465,-72.67,1.565316,0.179206163,0.0561,0.500682712,-1.716335773,4.227748394,-118.5745
T40_2170,T40,100.0,0,4,,,T40_2170_conv,0/79,0.0,1.0,61.7798,23.3974,24.6747,61.3137,35.024,incorrect,-10.9644,-1.379,-8.274,-4.638,-0.0432,4.84,0.252229,0.001967974,0.138,-1.276904941,1.874772668,-4.899618626,-24.50283
T40_2171,T40,100.0,0,4,,,T40_2171_conv,21/79,0.0,1.0,64.1495,17.8146,18.0527,59.9959,155.7049,incorrect,285.28,183.303,-4.82,1.709,0.0057,-14.31,0.900828,0.020310771,0.1509,-2.619002104,1.849624038,-1560.940796,1300.16986
T40_2172,T40,98.2,0,4,,,T40_2172_conv,0/79,0.0159,0.9762,18.7421,6.7007,7.2179,14.1306,65.0124,incorrect,-107.503,-3.943,-29.164,8.668,-0.2752,-21.23,1.124896,0.101939261,0.0508,0.803516388,1.394400597,2.474511862,-53.61962
T40_2174,T40,100.0,0,4,,,T40_2174_conv,13/79,0.0,1.0,58.0581,21.6195,23.4031,54.6133,106.5365,incorrect,9.73155,28.502,-2.954,-8.282,0.0671,-25.45,0.508688,0.013265566,0.0899,-1.604762673,1.284813404,-133.8929939,570.05126
T40_2175,T40,100.0,0,4,,,T40_2175_conv,Jan-79,0.0,1.0,62.224,23.7173,24.808,61.7379,39.1939,incorrect,-42.3538,-2.07,-9.966,-1.278,-0.1315,-8.27,0.601839,0.016382214,0.1174,-0.293733448,1.139800549,0.464453876,-33.72832
T40_2176,T40,99.4,0,4,,,T40_2176_conv,18/79,0.0156,0.963,23.0574,7.979,8.382,19.2831,62.9392,incorrect,303.933,115.436,-0.288,1.65,0.1211,-5.63,0.26306,0.023864277,0.0976,-0.682451546,1.531156301,-67.4107542,1610.92598
T40_2177,T40,100.0,0,4,,,T40_2177_conv,32/79,0.0,1.0,40.933,15.8851,16.3435,38.7929,64.7619,incorrect,158.46,87.841,-0.38,0.971,-0.2157,-40.24,1.167893,0.017556028,0.14,-1.403304696,1.347132325,-7.398906231,1591.57534
T40_2178,T40,98.2,0,4,,,T40_2178_conv,36/79,0.0,1.0,49.7956,19.9269,21.3095,43.8554,151.7985,incorrect,431.551,132.981,5.065,-6.171,-0.0178,-40.29,0.332272,0.028021684,0.1716,-1.017083287,1.133097291,-56088.32422,1928.33942
T40_2179,T40,98.2,0,4,,,T40_2179_conv,25/79,0.0,1.0,20.137,10.4979,11.1352,16.5266,56.9844,incorrect,-149.743,14.163,-29.794,5.589,-0.2308,-48.76,1.088432,0.449033946,0.1439,0.851584792,-0.31612289,1.129816055,92.59826
T40_217,T40,100.0,0,4,,,T40_217_conv,Nov-79,0.0,1.0,24.8333,12.4632,12.8987,13.825,117.1088,incorrect,-16.92,41.847,-15.73,2.349,-0.1007,-27.91,0.7806,0.037813224,0.2553,0.024596227,1.79986012,-4.831050634,251.75754
T40_2180,T40,100.0,1,1,,,T40_2180_conv,20/79,0.8438,0.129,2.8632,0.7522,1.255,2.2515,8.3388,high,-12.3818,13.547,-16.666,3.751,-0.4208,-70.4,1.326045,0.040327009,0.2112,0.466023743,-1.532380223,-95.80846405,675.4979
T40_219,T40,100.0,0,4,,,T40_219_conv,Apr-79,0.0395,0.9434,36.2216,14.6185,15.4508,27.3735,159.6985,incorrect,-253.179,-5.325,-28.379,8.993,-0.2993,-28.93,1.008575,0.477797478,0.219,1.6092453,-0.153271914,3.119108438,-92.47808
T40_21,T40,100.0,0,4,,,T40_21_conv,22/79,0.0789,0.8286,28.3171,12.7464,13.471,16.3691,138.8439,incorrect,-94.3446,58.437,-22.323,8.3,-0.1973,-46.54,1.015444,0.189983621,0.1607,-0.113186471,1.037704706,1.423970222,33.58446
T40_220,T40,100.0,0,4,,,T40_220_conv,20/79,0.0,1.0,29.7053,12.5377,13.0918,26.611,66.4304,incorrect,-98.6431,27.902,9.343,1.434,-0.1209,-34.99,0.957686,0.123255476,0.393,0.253810734,-0.088430643,0.567690015,73.352904
T40_222,T40,100.0,0,4,,,T40_222_conv,Apr-79,0.0,1.0,56.4896,15.0364,15.5005,50.9084,162.6492,incorrect,-117.927,-4.71,-14.752,0.991,-0.1448,-18.83,0.694822,0.043269116,0.2572,-0.979915798,-0.615898371,3.332046866,-57.2829
T40_223,T40,100.0,0,4,,,T40_223_conv,113/79,0.0132,0.9888,20.6608,10.6462,12.2149,11.9596,93.4008,"clashes,incorrect",1273.62,436.861,-5.13,1.993,0.0713,-86.31,0.97148,0.099828839,0.1871,-0.258717537,1.656826973,-44234.375,5719.42274
T40_224,T40,100.0,0,4,,,T40_224_conv,36/79,0.0,1.0,39.2992,18.4079,19.7085,30.3019,168.9763,incorrect,218.318,136.654,-17.784,2.451,-0.143,-43.64,1.057892,0.303271085,0.0747,0.185333565,1.931810379,-19.90574837,764.84066
T40_225,T40,100.0,1,3,,,T40_225_conv,18/79,0.3553,0.4375,14.245,3.4883,3.6155,12.2406,32.8156,acceptable,-174.83,24.031,-16.743,9.077,-0.2113,-57.85,1.077069,0.116996169,0.0368,0.333504617,-0.336451769,2.179677129,0.68104
T40_226,T40,98.2,0,4,,,T40_226_conv,53/79,0.0,1.0,47.1661,19.1239,19.6725,41.4338,140.1833,incorrect,506.589,231.461,2.147,-1.415,0.1487,-62.01,0.357659,0.036721695,0.2178,-1.320373178,1.425130248,-5972.469055,2488.0164
T40_227,T40,98.2,0,4,,,T40_227_conv,Oct-79,0.0548,0.9333,35.4075,8.0024,8.3796,31.0211,88.4536,incorrect,-167.071,3.74,-16.413,4.771,-0.3349,-31.24,1.18422,0.265565664,0.1496,0.024444664,0.700235784,3.046850204,-56.4956
T40_228,T40,100.0,0,4,,,T40_228_conv,28/79,0.0,1.0,39.4368,14.3453,15.3586,31.7226,169.4871,incorrect,136.532,100.337,-11.976,-5.092,-0.0324,-55.56,0.900151,0.211797655,0.1594,0.658573806,0.671691656,-264.802742,1657.33854
T40_229,T40,100.0,0,4,,,T40_229_conv,Mar-79,0.0,1.0,64.513,22.9291,24.6447,60.512,131.7201,incorrect,-57.1665,-2.455,-23.612,-1.854,-0.118,-10.32,0.576306,0.030535141,0.1808,-0.291503161,0.93908596,-1.765912414,-39.87065
T40_22,T40,100.0,1,1,,,T40_22_conv,May-79,0.8684,0.12,2.3194,0.8456,1.343,1.7991,6.8967,high,-339.284,-8.849,-33.783,11.884,-0.4533,-79.99,1.565161,0.369361907,0.227,0.68320173,-1.536385775,5.763661027,-117.8635
T40_230,T40,100.0,1,2,,,T40_230_conv,Sep-79,0.7969,0.407,5.0296,1.361,1.9449,4.2261,12.4408,medium,-195.426,-7.244,-10.194,4.647,-0.5957,-60.44,1.510421,0.114099771,0.0544,0.403063059,-0.21117723,5.30024457,-119.99124
T40_231,T40,100.0,0,4,,,T40_231_conv,Apr-79,0.0658,0.878,35.5624,14.4697,15.3125,26.6242,159.0653,incorrect,-162.843,-3.055,-17.728,7.044,-0.2751,-12.01,0.805328,0.267300993,0.1656,1.789658427,1.052459955,2.720459461,-70.30492
T40_232,T40,100.0,0,4,,,T40_232_conv,26/79,0.0,1.0,51.107,19.3282,20.7577,46.1513,120.3617,incorrect,207.44,93.339,-16.267,-6.697,-0.1178,-50.55,0.64185,0.015405625,0.1419,-1.031772852,-0.354506254,-3049.048645,997.690919
T40_233,T40,100.0,0,4,,,T40_233_conv,20/79,0.0,1.0,56.1667,17.7932,18.7686,52.6119,99.1343,incorrect,16.9291,42.45,14.81,-4.026,-0.1785,-20.88,0.709641,0.017458759,0.1492,-2.006467581,1.158468366,2.254583359,229.87884
T40_234,T40,100.0,0,4,,,T40_234_conv,71/79,0.0789,0.9231,21.6361,6.8639,7.7917,15.4145,82.0206,incorrect,-206.351,56.727,-23.653,5.623,-0.3823,-70.14,1.068201,0.174311206,0.2104,-0.20026727,0.41669333,3.732197046,23.905
T40_235,T40,100.0,0,4,,,T40_235_conv,0/79,0.0,1.0,38.4511,15.3307,16.0537,36.8577,54.9315,incorrect,-84.5155,-0.099,5.382,-0.344,-0.0699,13.76,0.29355,0.008325836,0.1399,-0.463738114,1.431642056,-3.427338004,-37.11714
T40_236,T40,100.0,1,1,,,T40_236_conv,73/79,0.8594,0.3678,1.7447,0.7779,1.2158,1.288,5.6186,high,687.375,256.23,-1.67,1.326,-0.1569,-90.57,1.314996,0.037502687,0.151,0.235163108,-0.751837492,-555.4306679,3191.8268
T40_237,T40,99.4,0,4,,,T40_237_conv,30/79,0.0395,0.9167,27.4493,8.5391,9.33,21.5581,95.1016,incorrect,560.661,265.605,-19.797,6.64,-0.2125,-30.56,0.717282,0.20340313,0.3208,0.619482756,1.915504575,-606775.3438,3484.320904
T40_238,T40,100.0,0,4,,,T40_238_conv,18/79,0.1719,0.8493,26.2847,13.4168,14.0081,7.9237,165.1269,incorrect,-132.138,8.922,-19.981,1.925,-0.1651,-59.04,1.586911,0.258017451,0.1739,0.399884611,0.08542347,4.506602764,-91.9526
T40_23,T40,100.0,0,4,,,T40_23_conv,18/79,0.0789,0.85,24.0887,10.5965,11.0352,16.4107,92.1165,incorrect,-171.482,-1.236,-23.011,9.78,-0.2121,-41.95,1.134289,0.153541356,0.049,0.638577878,1.690311074,2.774114132,-69.03166
T40_240,T40,100.0,1,3,,,T40_240_conv,34/79,0.5,0.4754,10.3658,2.2094,2.4449,9.1305,24.7418,acceptable,3.09334,81.027,-10.346,3.333,-0.2407,-63.73,1.086059,0.479095668,0.0802,-0.031003017,-0.445961952,-11.49562109,213.1707
T40_241,T40,100.0,0,4,,,T40_241_conv,16/79,0.0,1.0,63.5477,15.2244,15.6978,58.4625,170.8279,incorrect,-36.4197,58.675,-10.144,4.147,-0.1236,-26.15,0.745103,0.021974599,0.1037,-1.927148819,1.670235515,3.240857363,21.24834
T40_243,T40,100.0,1,2,,,T40_243_conv,89/79,0.7656,0.5051,6.3417,1.4989,1.8167,5.393,15.868,"clashes,medium",1309.12,469.958,-2.053,3.549,-0.2347,-101.45,1.374578,0.126553029,0.2198,0.048758022,-0.356045008,-2925957.438,8209.852
T40_244,T40,100.0,0,4,,,T40_244_conv,Oct-79,0.1579,0.5,13.7763,4.1335,4.8449,11.3268,38.1045,incorrect,-102.713,1.089,-31.604,12.851,0.032,-38.53,0.893896,0.514866114,0.0702,1.212435961,1.340118289,2.7054286,-41.35658
T40_245,T40,100.0,0,4,,,T40_245_conv,25/79,0.0,1.0,51.7483,14.1764,14.8982,47.7397,110.9602,incorrect,260.949,160.368,-10.577,6.034,-0.0733,-43.4,1.01294,0.018146724,0.1687,-0.932316422,1.669640541,-152.4229622,1650.70876
T40_246,T40,100.0,0,4,,,T40_246_conv,Feb-79,0.0789,0.9032,36.1886,14.62,15.4495,27.3354,159.9358,incorrect,-275.327,-5.002,-29.584,8.148,-0.2537,-24.03,1.007747,0.30083701,0.1781,1.427881598,0.063650846,3.604229689,-95.69312
T40_247,T40,100.0,1,2,,,T40_247_conv,13/79,0.7969,0.5446,4.2205,1.9043,2.402,3.633,10.8646,medium,-290.96,-11.416,-18.389,0.703,-0.4173,-83.97,1.928316,0.35702762,0.117,-0.556813657,-1.817763448,5.741970539,-151.85616
T40_248,T40,99.4,0,4,,,T40_248_conv,30/79,0.0789,0.85,31.9681,14.5437,15.8012,19.7469,179.1193,incorrect,310.841,108.432,-11.127,3.46,-0.2212,-27.88,0.515634,0.064981654,0.1657,-0.42906338,1.063599348,-215.5940208,1099.235246
T40_249,T40,100.0,0,4,,,T40_249_conv,Apr-79,0.0658,0.8864,38.6605,15.3379,16.2697,30.3306,168.1157,incorrect,-203.348,-5.148,-23.34,5.559,-0.366,-12.89,0.799105,0.12482512,0.1797,0.970146596,1.557027578,2.52320528,-79.10756
T40_24,T40,100.0,0,4,,,T40_24_conv,16/79,0.0789,0.8696,23.6367,10.7199,11.5213,12.2499,110.7845,incorrect,-146.983,-1.129,-21.898,5.192,-0.2193,-33.37,0.757685,0.090069979,0.135,-1.089595795,1.673829794,2.817352057,-48.75266
T40_251,T40,100.0,1,3,,,T40_251_conv,34/79,0.4844,0.4746,9.7725,2.0496,2.276,8.6216,22.6897,acceptable,223.688,156.345,-12.959,2.787,-0.2894,-58.19,1.032199,0.516672194,0.1573,0.197300091,-1.224023104,-5390.531738,1124.908
T40_252,T40,100.0,1,2,,,T40_252_conv,61/79,0.8438,0.3415,4.526,1.1448,1.52,3.6339,12.6946,medium,506.596,213.836,-6.138,1.246,-0.2951,-95.54,1.483246,0.064057216,0.4062,0.234974712,-1.592325687,-121921.9102,3586.4945
T40_253,T40,100.0,0,4,,,T40_253_conv,40/79,0.0,1.0,44.2163,12.2736,12.9564,40.1092,108.377,incorrect,98.4607,68.594,-15.303,1.013,-0.2011,-40.85,0.623387,0.091558129,0.1135,-0.007062037,0.601299047,6.93483758,421.54332
T40_254,T40,100.0,0,4,,,T40_254_conv,May-79,0.0156,0.9821,20.9509,9.9578,10.6631,6.8978,116.9938,incorrect,-116.389,-3.914,-21.794,2.779,-0.1863,-37.79,0.882022,0.101077303,0.135,0.470440149,1.387194633,2.784307122,-73.03468
T40_255,T40,100.0,0,4,,,T40_255_conv,34/79,0.0,1.0,64.4457,19.1367,20.0128,59.2127,169.5447,incorrect,49.7845,69.283,12.809,-3.558,0.0936,-63.54,1.07684,0.01758722,0.1321,-1.983401179,0.017314792,2.269225121,204.20304
T40_256,T40,100.0,0,4,,,T40_256_conv,41/79,0.0781,0.9167,32.5277,9.9838,10.806,24.3247,115.7577,incorrect,-5.77062,41.151,-9.779,16.641,0.1759,-62.07,1.071448,0.32832998,0.1423,-0.350507766,0.053325891,-4.470013976,72.31624
T40_257,T40,100.0,0,4,,,T40_257_conv,Jan-79,0.0,1.0,22.8772,15.0415,16.3315,7.5094,122.5885,incorrect,-29.0442,-1.743,-12.0,-1.134,-0.0794,-0.71,0.24326,0.007205013,0.1888,-0.397620231,1.734357119,-2.038202763,-17.469637
T40_258,T40,100.0,0,4,,,T40_258_conv,75/79,0.0,1.0,22.7898,13.4915,14.7991,14.2084,94.4294,incorrect,1371.5,329.538,-13.656,-5.207,-0.1414,-31.58,0.791892,0.054112211,0.1996,-0.771587431,1.095084429,133.9475784,4877.35081
T40_259,T40,100.0,0,4,,,T40_259_conv,Oct-79,0.1406,0.7857,17.295,7.8384,8.1119,1.0359,85.7214,incorrect,-116.472,-4.1,-18.877,3.199,-0.2762,-35.77,0.829447,0.024008369,0.0805,0.535130382,-0.262046218,2.520299196,-54.5235
T40_25,T40,100.0,0,4,,,T40_25_conv,Feb-79,0.0395,0.94,20.8986,7.5651,8.4724,13.7532,84.7132,incorrect,-218.799,-6.284,-28.758,8.355,-0.2984,-39.84,0.913966,0.310150176,0.0895,1.441760659,-0.057717085,3.015699387,-83.6993
