PDB,Input,PID,label,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,GNN-DOVE,DeepRank-GNN,dMaSIF,PIsToN
2bkr_38,r-l_38,2bkr,0,-63.778622,283.755,169.513,-4.181,-3.168,0.2563,-58.64,0.698195,0.0022,0.010279951,-1.227038264,0.059534669
2bkr_39,r-l_39,2bkr,0,-54.84304,1466.77,287.348,7.393,-1.399,0.104,-35.37,0.40849,0.0001,0.009506757,-0.700965524,0.5564241409301758
2bkr_4,r-l_4,2bkr,0,-41.5906886,1756.77,181.721,10.573,-2.008,0.0114,-17,0.219819,0.0241,0.008093097,-1.655702591,1.946525216
2bkr_40,r-l_40,2bkr,0,-60.507005,1184.1,377.684,-5.537,-0.06,-0.0451,-83.57,0.839302,0.0542,0.008826086,-0.285219193,0.01788187
2bkr_41,r-l_41,2bkr,0,-59.07392,845.035,375.462,14.84,-5.338,0.1792,-30.69,0.507103,0.0012,0.010279951,-1.018584728,0.077102423
2bkr_42,r-l_42,2bkr,0,-61.3238,992.757,219.741,3.819,-1.914,-0.0922,-11.04,0.130493,0.0197,0.005210132,-1.942161083,1.896438717842102
2bkr_43,r-l_43,2bkr,0,-35.40346,963.52,161.65,20.677,-1.433,0.2221,-7.66,0.124106,0.0313,0.00583208,-0.279090226,1.9132013320922847
2bkr_4330,r-l_4330,2bkr,1,-75.02594,2022.74,364.654,-17.419,4.212,-0.1564,-60.56,0.894079,0.9061,0.014834615,-0.571088135,-0.009601474
2bkr_44,r-l_44,2bkr,0,-57.563478,428.762,199.172,-10.707,1.123,-0.072,-65.63,0.755837,0.3135,0.009138035,-1.07577987,0.3856992721557617
2bkr_45,r-l_45,2bkr,0,-84.74598,1464.42,83.226,-21.586,-7.315,0.0661,1.48,0.524627,0.0016,0.009190006,-0.740895808,1.4451696872711182
2bkr_46,r-l_46,2bkr,0,-53.2557,844.197,251.69,11.763,0.227,0.0337,-19.55,0.287926,0.0517,0.006932613,-1.051624831,1.8782246112823489
2bkr_47,r-l_47,2bkr,0,-95.12782,1579.99,149.638,4.789,-1.267,0.1453,-24.53,0.510904,0.0002,0.00319059,-0.533409536,1.6827057600021362
2bkr_4766,r-l_4766,2bkr,1,-103.96657,1940.23,519.245,-17.629,3.904,0.0684,-79.64,0.818555,0.7937,0.060838502,-0.696967661,-1.579757214
2bkr_48,r-l_48,2bkr,0,-68.59462,519.053,146.152,-16.57,1.041,0.013,-50.6,0.693085,0.1,0.00780841,-0.241061881,1.2261831760406494
2bkr_4825,r-l_4825,2bkr,1,-74.90064,2301.52,493.606,-6.363,1.175,0.2253,-81.7,0.66271,0.821,0.021134172,-0.565262198,0.090876102
2bkr_4830,r-l_4830,2bkr,1,-71.903312,2229.37,543.375,-12.023,3.61,-0.1571,-111.46,0.429496,0.8527,0.010279951,-0.172098175,-1.157782793
2bkr_49,r-l_49,2bkr,0,-45.03767,578.883,160.307,6.66,-8.035,-0.0313,-8.09,0.169433,0.0033,0.006030649,-0.85152173,0.91078943
2bkr_4943,r-l_4943,2bkr,1,-73.37716,1931.91,478.782,-5.375,3.856,0.1903,-75.98,0.604691,0.8947,0.010279951,-0.418392003,-0.004813194
2bkr_5,r-l_5,2bkr,0,-76.3253,2362.96,261.95,12.517,-3.727,0.2284,-19.69,0.176027,0.0004,0.007373544,-1.165833235,1.8843499422073364
2bkr_50,r-l_50,2bkr,0,-92.362597,1143.95,465.897,-6.269,-0.586,0.0071,-73.57,0.581039,0.0013,0.006386199,-0.764764071,0.4933161735534668
2bkr_51,r-l_51,2bkr,0,-74.74030485,714.558,354.232,-9.677,3.612,-0.1794,-82.54,1.134557,0.1126,0.018907107,0.267643511,0.1562991142272949
2bkr_52,r-l_52,2bkr,0,-52.10933,653.181,42.232,5.043,-7.865,0.2416,-1.71,0.210497,0.0117,0.006386947,-0.564010084,1.909825682640076
2bkr_53,r-l_53,2bkr,0,-100.16667,1013.26,227.234,-4.174,6.766,-0.2039,-59,1.150177,0.4012,0.008820629,0.562044322,-0.074188709
2bkr_54,r-l_54,2bkr,0,-46.98376,1374.7,435.583,-3.998,1.294,-0.1215,-98.63,0.998904,0.0326,0.014986737,-1.093301095,-0.464370608
2bkr_55,r-l_55,2bkr,0,-93.03772,182.231,224.383,-2.985,1.606,-0.0229,-47.82,0.855875,0.0482,0.010279951,-0.457936525,0.006391287
2bkr_56,r-l_56,2bkr,0,-46.61284,1072.02,215.262,-0.999,-5.471,0.0706,-13.14,-0.06006,0.0016,0.001051697,-2.079172134,1.953659415245056
2bkr_57,r-l_57,2bkr,0,-71.5864,1158.52,380.517,8.324,2.026,-0.0249,-22.59,0.270732,0.0003,0.006462644,-0.8118577,1.1595373153686523
2bkr_58,r-l_58,2bkr,0,-62.9374,3309.44,361.562,-12.847,-9.688,0.3518,-42.51,0.299004,0,0.006888607,-0.986158013,0.2443838119506836
2bkr_59,r-l_59,2bkr,0,-67.76516,408.571,215.762,10.926,-4.86,0.0527,-49.54,0.624913,0.0122,0.010279951,-2.012514353,0.7447918057441711
2bkr_6,r-l_6,2bkr,0,-87.157,1219.64,283.5,3.508,-6.691,0.0159,-1.97,0.573888,0.0001,0.018925387,-1.945399046,1.6579813957214355
2bkr_60,r-l_60,2bkr,0,-45.09778,2737.58,745.144,-10.842,0.167,0.2339,-120.57,0.397055,0.0503,0.010279951,-0.680386007,-0.174611926
2bkr_61,r-l_61,2bkr,0,-68.6768,710.656,265.815,15.729,-2.983,-0.0859,-52.85,0.621894,0.0163,0.010279951,-1.931320786,0.8269169330596924
2bkr_62,r-l_62,2bkr,0,-58.1632,742.832,115.369,0.151,-6.392,0.3301,32.13,0.427877,0,0.002186957,-1.820903659,1.8060177564620967
2bkr_63,r-l_63,2bkr,0,-89.36756,545.773,302.018,-11.727,-2.127,-0.1937,-60.55,0.696551,0.0018,0.004657339,-0.9243958,0.7305729389190674
2bkr_6372,r-l_6372,2bkr,1,-88.03821,2399.89,426.411,-3.601,1.549,0.1244,-79.18,0.665078,0.8215,0.010279951,-0.401187927,-0.411409855
2bkr_64,r-l_64,2bkr,0,-58.102,928.809,240.15,-2.221,-4.813,0.3813,-41.48,0.263182,0.0013,0.004352489,-1.440882325,1.736314058303833
2bkr_6436,r-l_6436,2bkr,1,-99.899439,1152.48,425.711,-15.011,4.989,-0.0754,-91.44,0.886067,0.8608,0.015458126,-0.102807261,0.3371806144714355
2bkr_65,r-l_65,2bkr,0,-70.5166,398.239,107.423,3.131,-1.629,-0.0257,-22.66,0.37871,0.0195,0.005383152,-1.93272841,1.928985476493836
2bkr_6536,r-l_6536,2bkr,1,-85.16322,952.372,298.322,-19.914,4.728,-0.0315,-66.44,0.912602,0.8888,0.012815265,-0.493501633,-0.010161161
2bkr_66,r-l_66,2bkr,0,-73.33368,1361.56,462.529,-8.834,-0.221,0.1375,-91.52,0.764473,0.0353,0.010279951,-0.814130545,0.6183339953422546
2bkr_67,r-l_67,2bkr,0,-87.91331,1045.7,279.833,6.222,1.262,0.1303,-19.29,0.354296,0.0008,0.005590978,-1.08684051,0.7121570706367493
2bkr_68,r-l_68,2bkr,0,-60.48818,610.533,335.355,-3.837,-2.817,-0.1368,-79.35,0.731155,0.2148,0.010087177,-0.568666995,-0.010672569
2bkr_69,r-l_69,2bkr,0,-69.92559,835.438,242.799,0.466,-1.074,0.0973,-40.12,0.802644,0.0103,0.00834222,-1.094571471,1.8097262382507324
2bkr_7,r-l_7,2bkr,0,-61.99421,459.176,247.422,7.999,-4.212,-0.0021,-57.47,0.680643,0.0106,0.010279951,-2.256834269,-0.150054574
2bkr_70,r-l_70,2bkr,0,-80.56523,1190.6,200.523,1.463,-3.739,0.1201,-28.76,0.690318,0.0003,0.004974,-0.392920136,1.741072177886963
2bkr_71,r-l_71,2bkr,0,-84.1952,2008.62,305.676,9.081,-3.024,0.1826,-37.24,0.34429,0.0001,0.002944998,-0.670881391,1.904790282249451
2bkr_72,r-l_72,2bkr,0,-53.42132,1230.14,527.046,34.433,-0.631,0.0085,-63.04,0.646778,0.3125,0.01162404,-0.249050304,1.1554405689239502
2bkr_73,r-l_73,2bkr,0,-64.13175,1344.86,267.265,9.504,-3.435,0.3035,-21.42,0.377719,0.0008,0.004529132,-1.154857635,1.8226943016052248
2bkr_74,r-l_74,2bkr,0,-69.685934,1564.11,345.661,21.759,-5.289,0.0733,-73.41,0.42634,0.2374,0.02658768,-1.098560996,0.474994421
2bkr_75,r-l_75,2bkr,0,-87.04548,1229.6,534.234,5.908,0.184,0.1627,-68.3,0.487802,0.2583,0.010279951,-0.823854446,0.000462174
2bkr_76,r-l_76,2bkr,0,-60.57701,1059.08,348.124,2.158,-4.722,-0.0043,-57.61,0.637771,0.0018,0.012060489,-2.155217886,0.8468800783157349
2bkr_77,r-l_77,2bkr,0,-81.02516,568.247,334.719,-4.847,1.706,0.0699,-68.49,0.848306,0.0311,0.010279951,-0.391965747,-0.545213461
2bkr_78,r-l_78,2bkr,0,-73.87546,614.027,199.96,-10.384,-0.31,0.1733,-73.59,0.893951,0.151,0.010279951,-0.280993462,0.000596046
2bkr_79,r-l_79,2bkr,0,-53.60884,883.479,214.383,5.649,2.213,0.2902,-51.2,0.095495,0.2031,0.010279951,-1.414745808,0.1427129507064819
2bkr_8,r-l_8,2bkr,0,-95.7889,674.181,356.144,-6.925,2.323,-0.0003,-54.57,0.797145,0.0243,0.010279951,-0.536488593,0.5045610666275024
2bkr_80,r-l_80,2bkr,0,-82.827,2319.39,487.592,19,-6.319,0.257,-41.8,0.249976,0.0003,0.00569474,-1.443415046,1.6987862586975098
2bkr_81,r-l_81,2bkr,0,-50.96681,1511.31,269.041,-1.044,-5.364,0.0314,-35.13,0.418563,0.0089,0.006633396,-1.22690475,1.9527027606964111
2bkr_82,r-l_82,2bkr,0,-55.41734,644.841,95.093,5.36,-7.783,0.1253,-26.42,0.203181,0.0041,0.005778408,-1.155635357,1.9390774965286253
2bkr_83,r-l_83,2bkr,0,-74.67641,131.733,70.061,-16.245,1.686,-0.0329,-56.53,0.801285,0.1235,0.00828018,0.093088202,1.0827739238739014
2bkr_84,r-l_84,2bkr,0,-74.3712,295.859,194.286,-19.742,5.236,0.0702,-65.82,1.343721,0.3954,0.015550275,0.324879199,0.5079187154769897
2bkr_85,r-l_85,2bkr,0,-36.51794,2083.77,440.931,6.901,-1.646,0.3386,-52.12,0.071464,0.0002,0.010279951,-0.783407867,1.2416608333587646
2bkr_86,r-l_86,2bkr,0,-52.5211,1011.83,385.278,9.555,-3.889,0.0151,-64.57,0.494366,0.0129,0.015974179,-2.418665648,1.3945746421813965
2bkr_87,r-l_87,2bkr,0,-54.5653,1500.47,613.803,30.57,-1.385,0.0185,-60.79,0.568374,0.1523,0.010279951,-0.501610875,0.094493389
2bkr_88,r-l_88,2bkr,0,-74.53359,251.34,103.929,-20.637,1.303,0.019,-68.7,0.924971,0.2288,0.010279951,0.135999948,1.2692670822143557
2bkr_89,r-l_89,2bkr,0,-43.5693,859.925,212.942,5.576,-5.387,0.1417,-4.89,-0.053622,0.0004,0.01739154,-0.978110731,1.911150932312012
2bkr_9,r-l_9,2bkr,0,-57.99409,1763.39,421.071,9.541,-9.265,0.1798,-63.46,0.344696,0.001,0.007589288,-1.567675471,1.948655366897583
2bkr_90,r-l_90,2bkr,0,-76.48208,463.577,220.984,3.209,3.208,0.3477,-50.96,0.709044,0.8357,0.010279951,-0.259724379,1.3643107414245603
2bkr_91,r-l_91,2bkr,0,-54.2392,2428.52,329.366,20.703,-6.854,0.1963,-14.07,-0.326869,0.0004,0.008068889,-0.906394958,1.5584259033203125
2bkr_92,r-l_92,2bkr,0,-60.5222,2033.26,232.642,12.724,-2.998,0.2066,-20.33,0.49402,0.0052,0.008524989,-1.32041657,1.9320687055587769
2bkr_93,r-l_93,2bkr,0,-78.49183,1913.82,152.551,10.713,-1.972,0.307,-22.32,0.363056,0.0027,0.005254883,-1.115602374,1.847663164138794
2bkr_935,r-l_935,2bkr,1,-87.747146,1066.25,366.12,-13.213,3.209,-0.1435,-95,0.766181,0.868,0.046883419,-0.109927468,0.1158982515335083
2bkr_94,r-l_94,2bkr,0,-42.99191,1117.04,191.297,0.492,0.026,0.0201,-16.99,0.197284,0.0868,0.006853268,-1.617187619,1.917771339416504
2bkr_95,r-l_95,2bkr,0,-44.60561,2801.78,810.575,41.196,-4.541,0.0497,-109.56,0.195032,0.0192,0.009560143,-0.419838876,1.085369348526001
2bkr_96,r-l_96,2bkr,0,-52.8879,477.978,131.403,-5.95,-6.121,0.1791,-2.01,0.46811,0.0017,0.007278997,-1.666952014,1.794464349746704
2bkr_97,r-l_97,2bkr,0,-61.80995,768.926,228.896,7.988,-2.085,-0.0208,-41.92,0.666415,0.0013,0.006921152,-0.849293292,1.6320620775222778
2bkr_98,r-l_98,2bkr,0,-54.98462,1303.59,391.506,1.882,-5.126,0.0133,-53.76,0.725828,0.0003,0.008172791,-1.269478798,-0.11546433
2bkr_99,r-l_99,2bkr,0,-62.367262,1915.56,360.957,22.861,-3.286,0.065,-63.79,0.510092,0.3945,0.010279951,-0.407283902,1.0844662189483645
2bnq_1,r-l_1,2bnq,0,-594.6692,0,-0.001,-0.649,0,0,0,0,0.0019,0.004346611,-1.089822292,1.9261388778686523
2bnq_10,r-l_10,2bnq,0,-562.387,1307.6,403.351,19.439,-7.149,0.1743,-47.32,0.286755,0.3602,0.003289622,-1.546748042,1.7946105003356934
2bnq_100,r-l_100,2bnq,0,-603.2205,166.726,20.702,2.721,-0.993,0.1149,10.78,0.120712,0.1078,0.00309519,-1.1668998,1.905161499977112
2bnq_11,r-l_11,2bnq,0,-595.3194,1203.37,378.549,5.788,-3.229,0.0423,-41.06,0.194256,0.0281,0.003701817,-1.745852113,1.9407066106796265
2bnq_12,r-l_12,2bnq,0,-560.3934,630.528,235.29,13.154,-3.81,0.0764,-38.85,-0.128638,0.6456,0.004249666,-1.213242888,1.9637483358383176
2bnq_13,r-l_13,2bnq,0,-584.566,741.032,137.494,4.79,-3.736,0.0279,-14.42,-0.085593,0.0145,0.004616993,-0.900956988,1.5231292247772217
2bnq_14,r-l_14,2bnq,0,-589.3869,1886.71,564.002,6.211,-0.93,-0.0597,-68.26,0.234877,0.0119,0.003868089,-1.896848798,1.7033183574676514
2bnq_15,r-l_15,2bnq,0,-604.7251,762.483,183.744,-6.294,-3.418,-0.0659,-22.2,0.089177,0.5206,0.005246081,-1.407223105,1.9134504795074463
2bnq_16,r-l_16,2bnq,0,-586.4898,54.0395,27.79,3.568,-1.116,-0.0249,21.78,0.244597,0.1284,0.003222754,-1.158119082,1.877392292022705
2bnq_17,r-l_17,2bnq,0,-610.8492,1132.09,295.278,15.918,-2.976,0.1823,30.14,0.383227,0.3431,0.003691339,-1.611313343,1.9306306838989256
2bnq_18,r-l_18,2bnq,0,-594.2918,2200.91,573.1,13.254,-1.199,-0.1002,-55.25,0.365931,0.0279,0.003463784,-1.511686087,1.910555005073548
2bnq_19,r-l_19,2bnq,0,-589.0431,314.419,149.421,8.956,-0.268,0.08,-11.35,0.407337,0,0.005573183,-1.482663512,1.875989317893982
2bnq_2,r-l_2,2bnq,0,-594.609,395.688,189.243,7.151,-5.447,0.2071,-10.77,0.703194,0.1545,0.003836146,-0.860271752,1.4966083765029907
2bnq_20,r-l_20,2bnq,0,-589.3804,913.994,269.815,-1.853,0.3,-0.0045,-21.38,0.240701,0.1264,0.004374281,-0.286694348,1.3576236963272097
2bnq_21,r-l_21,2bnq,0,-568.4652,437.142,109.589,6.722,-0.675,0.0393,13.45,0.156597,0.1399,0.003910666,-1.533690572,1.950927495956421
2bnq_217584,r-l_217584,2bnq,1,-555.551,174.246,75.712,-2.337,1.391,-0.0326,-8.46,0.21902,0.8225,0.00496537,-0.139095947,0.9304273724555968
2bnq_22,r-l_22,2bnq,0,-614.4137,48.8787,26.609,-0.589,-2.815,0.0837,14.01,0.160982,0.3939,0.000581176,-1.142970681,1.2946217060089111
2bnq_23,r-l_23,2bnq,0,-600.9964,434.347,103.636,1.552,-0.109,0.0253,17.47,0.108505,0.2075,0.005008278,-2.051269054,-0.129398465
2bnq_24,r-l_24,2bnq,0,-559.9409,568.033,233.857,-5.239,1.758,-0.0005,-31.5,0.181791,0.0001,0.003173332,-0.827852309,-0.260896325
2bnq_25,r-l_25,2bnq,0,-613.6268,1962.65,653.454,25.883,-2.278,0.2808,-81.88,0.001537,0.0038,0.004895811,-1.470900297,-0.080154777
2bnq_26,r-l_26,2bnq,0,-588.9164,1289.85,352.917,19.988,-0.499,-0.0371,-3.75,0.870105,0.0517,0.00477007,-1.498201728,-0.003990769
2bnq_27,r-l_27,2bnq,0,-598.8557,547.084,126.337,0.21,-2.89,0.1102,-19.99,0.102588,0,0.004356801,-1.140121937,1.901263714
2bnq_28,r-l_28,2bnq,0,-567.4817,2293.52,611.481,6.204,-6.5,0.1423,-61.84,-0.101295,0.0602,0.003865559,-1.363033414,1.4810967445373535
2bnq_29,r-l_29,2bnq,0,-614.2169,-8.79953,7.16,-4.67,-0.136,-0.0374,0.37,0.057882,0.1604,0.00316657,-1.308844447,-0.202333808
2bnq_3,r-l_3,2bnq,0,-632.6297,873.657,185.933,-7.204,-8.816,0.0842,-65.93,0.259664,0.469,0.00408776,-0.741597772,-1.418272138
2bnq_30,r-l_30,2bnq,0,-606.2128,-3.18425,0.992,2.795,-0.705,0.0155,26.46,-0.042062,0,0.004765444,-1.935219765,1.9226142168045044
2bnq_31,r-l_31,2bnq,0,-565.7826,1874.52,402.86,-1.315,-0.682,-0.0291,-23.29,0.300838,0.506,0.00330288,-1.586589336,1.9531726837158203
2bnq_32,r-l_32,2bnq,0,-580.0376,267.45,87.628,0.582,-4.929,0.1244,-1.08,0.25712,0.8674,0.015592685,-1.589809775,1.894637107849121
2bnq_33,r-l_33,2bnq,0,-554.7875,2567.77,517.746,-5.759,-2.871,0.1518,-29.9,0.140777,0.0004,0.003799283,-1.855980277,1.9152922630310056
2bnq_34,r-l_34,2bnq,0,-590.7862,2913.16,777.516,15.421,2.193,-0.0148,-73.24,0.334973,0.0528,0.004328002,-1.614291072,1.706023931503296
2bnq_35,r-l_35,2bnq,0,-567.8114,432.806,188.396,-1.536,5.152,-0.1528,-31.36,0.562939,0.3224,0.003953347,-0.944025338,1.9275333881378167
2bnq_36,r-l_36,2bnq,0,-559.1672,1793.68,634.732,8.388,-0.037,-0.0151,-61.34,0.2794,0.0027,0.003175456,-1.61997664,1.819776416
2bnq_37,r-l_37,2bnq,0,-580.6532,199.142,78.436,11.794,-5.048,0.022,20.23,0.397994,0.2155,0.013174155,-1.034748793,1.9543911218643188
2bnq_38,r-l_38,2bnq,0,-546.4241,592.603,204.964,31.943,-2.416,0.1757,19.73,0.086623,0.1828,0.003993562,-1.131048322,1.9303299188613887
2bnq_39,r-l_39,2bnq,0,-627.0176,468.627,93.075,12.716,-4.285,0.0875,-19.45,0.60782,0.0001,0.00607721,-1.35076654,1.4956779479980469
2bnq_4,r-l_4,2bnq,0,-579.5844,411.061,130.971,-2.544,0.307,-0.0964,-21.32,0.365907,0.0524,0.004368622,-2.196252823,0.056858897
2bnq_40,r-l_40,2bnq,0,-591.3598,190.409,37.858,0.067,-4.382,0.0354,1.31,0.139089,0.4522,0.002982179,-1.79500854,1.9176714420318604
2bnq_41,r-l_41,2bnq,0,-605.515,122.65,10.826,-3.254,-2.239,0.0223,30.55,0.094435,0.7303,0.003890485,-1.511855006,1.9482325315475464
2bnq_42,r-l_42,2bnq,0,-545.4535,339.401,196.654,-5.972,1.474,0.1443,-37.43,0.312896,0.0002,0.003980621,-0.931638658,-0.054956913
2bnq_43,r-l_43,2bnq,0,-572.1212,818.066,226.807,17.973,-0.819,-0.0979,-23.4,0.568568,0.0029,0.003899482,-1.863622069,1.9063072204589844
2bnq_44,r-l_44,2bnq,0,-599.7162,881.998,283.02,-3.073,-3.442,-0.0045,-19.39,0.220475,0.2637,0.012480265,-1.259627938,1.951000690460205
2bnq_45,r-l_45,2bnq,0,-553.1137,-1.38858,-0.001,-1.37,0,0,0,0,0.0641,0.005924914,-1.397403359,1.9130812883377075
2bnq_46,r-l_46,2bnq,0,-585.7986,294.247,113.432,2.797,-3.169,0.0726,4.74,0.289944,0.0003,0.006137603,-1.38218236,0.2304805517196655
2bnq_47,r-l_47,2bnq,0,-590.7371,-58.1794,-0.964,0.616,-2.097,-0.1131,-7.05,0.378328,0.7007,0.003282204,-0.360610127,1.7548496723175049
2bnq_48,r-l_48,2bnq,0,-580.5775,272.901,72.865,-3.158,-1.445,0.0233,0.78,0.286191,0.125,0.003971183,-1.107333541,1.9470272064208984
2bnq_49,r-l_49,2bnq,0,-599.0763,-1.05095,0,-0.526,0,0,0,0,0,0.003640955,-0.895810664,1.908051490783692
2bnq_5,r-l_5,2bnq,0,-602.8973,363.163,109.06,-1.45,0.311,0.0931,-28.08,0.187688,0.0617,0.005657213,-1.834491968,-1.399000049
2bnq_50,r-l_50,2bnq,0,-585.6964,319.413,143.762,-3.519,-0.808,-0.0689,-18.75,0.231671,0.2742,0.00485099,-2.235773087,1.9162324666976929
2bnq_51,r-l_51,2bnq,0,-589.0072,487.031,104.669,-6.522,-4.098,-0.0046,-18.61,0.278491,0.2994,0.00248969,-2.108567238,1.9034430980682373
2bnq_52,r-l_52,2bnq,0,-582.4453,2017.33,482.3,31.19,-1.298,0.0057,30.09,0.223634,0.0258,0.004511402,-1.709222913,1.860730648040772
2bnq_53,r-l_53,2bnq,0,-594.8049,5.83481,0.071,4.54,-0.382,-0.001,28.78,-0.012688,0.0021,0.004731678,-1.654539943,1.6769652366638184
2bnq_54,r-l_54,2bnq,0,-618.5371,214.717,72.754,12.867,-3.632,0.1383,16.22,0.530442,0.0901,-2.77E-05,-1.50270319,1.3483529090881348
2bnq_55,r-l_55,2bnq,0,-563.5661,1360.54,338.978,9.865,-1.928,-0.0219,-58.52,0.135642,0.804,0.003424865,-1.909458041,0.7719562649726868
2bnq_56,r-l_56,2bnq,0,-592.3597,1368.32,373.493,-2.986,2.068,-0.215,-44.94,0.633764,0.0237,0.0046669,-0.670853257,0.6097122430801392
2bnq_57,r-l_57,2bnq,0,-578.812,1102.46,444.258,2.801,-3.113,0.0707,-37.17,0.167003,0.0807,0.003056135,-1.812966585,1.9301601648330688
2bnq_58,r-l_58,2bnq,0,-599.6686,455.544,100.25,8.763,-2.002,-0.1101,-22.81,0.251983,0.6861,0.003309043,-0.913400173,1.851998805999756
2bnq_59,r-l_59,2bnq,0,-605.5491,1539.99,435.368,13.552,-1.724,0.2088,-41.55,0.35343,0.4624,0.004942718,-1.166959882,1.9475756883621216
2bnq_6,r-l_6,2bnq,0,-595.8094,422.568,139.826,3.881,-1.754,-0.0791,-17.93,0.211712,0.0319,0.004684096,-2.169054508,1.787182092666626
2bnq_60,r-l_60,2bnq,0,-597.6192,1702.06,306.048,7.892,-4.845,0.0227,-3.15,-0.367147,0.0541,0.004744455,-0.8776052,0.2131706476211547
2bnq_61,r-l_61,2bnq,0,-604.1641,193.825,104.914,6.074,-3.998,0.1867,-18.18,0.387267,0.009,0.005389846,-1.446421981,1.938039779663086
2bnq_62,r-l_62,2bnq,0,-607.8276,1697.68,532.444,8.964,1.059,0.1944,-34.97,0.013939,0.033,0.004763486,-0.665060401,1.509926676750183
2bnq_63,r-l_63,2bnq,0,-342.3921,-3.98913,0.087,0.495,-0.852,0.0002,20.11,-0.048698,0.0001,0.003375676,-1.516904473,1.9379103183746336
2bnq_64,r-l_64,2bnq,0,-516.4175,4182.03,1077.527,22.369,-3.439,-0.2397,-79.01,0.127799,0.0089,0.005601822,-1.777866244,1.8692169189453125
2bnq_65,r-l_65,2bnq,0,-609.5219,553.725,88.964,-1.484,-2.499,0.0265,18.62,-0.030945,0.5449,0.003899442,-1.390145302,1.949902296066284
2bnq_66,r-l_66,2bnq,0,-583.0625,193.753,64.041,-5.976,-0.145,-0.0286,-4.58,0.294759,0.763,0.005047545,0.059630722,0.077047586
2bnq_67,r-l_67,2bnq,0,-614.5472,1317.37,256.451,-14.228,-1.645,-0.0801,-9.02,0.432516,0.0655,0.004289653,-1.927626491,1.928800702095032
2bnq_68,r-l_68,2bnq,0,-598.1152,66.565,7.82,6.703,-0.211,-0.0397,16.92,0.066723,0.5173,0.003673614,-1.588508844,1.925368309020996
2bnq_69,r-l_69,2bnq,0,-583.4856,1409.88,365.595,11.45,-5.799,0.0521,-24.89,0.018348,0.0058,0.003751653,-1.498489857,1.8187768459320068
2bnq_7,r-l_7,2bnq,0,-608.245,93.9979,33.629,-7.849,-0.67,-0.0657,9.12,0.480798,0.1822,0.004178465,-1.068278551,1.924152493476868
2bnq_70,r-l_70,2bnq,0,-582.7436,335.231,110.815,5.359,-2.185,0.0345,4.2,0.136838,0.0012,0.010279951,-1.600359797,0.3297469615936279
2bnq_71,r-l_71,2bnq,0,-616.7309,338.377,91.58,-0.311,-4.264,0.0725,7.66,0.112919,0.0202,0.002942727,-1.360620141,1.9134812355041504
2bnq_72,r-l_72,2bnq,0,-616.4429,-13.9411,0.016,-0.58,0,-0.0213,18.31,0.02004,0.047,0.004327884,-1.534558773,1.909389972686768
2bnq_73,r-l_73,2bnq,0,-608.1167,53.5763,15.371,-1.207,-3.957,-0.001,2.89,0.145899,0.0107,0.002995989,-1.379836798,1.7677252292633057
2bnq_74,r-l_74,2bnq,0,-520.3877,2919.23,779.174,25.705,-8.838,-0.0527,-73.48,0.149083,0.4785,0.001998786,-1.690608621,1.9093018770217896
2bnq_75,r-l_75,2bnq,0,-531.3452,1644.82,471.021,5.803,-0.523,0.2115,-57.14,-0.007235,0.0047,0.004230565,-2.106445074,0.007761717
2bnq_76,r-l_76,2bnq,0,-607.1659,411.568,85.698,2.205,-3.316,0.0172,3.88,0.053624,0.0503,0.003092478,-1.68331933,1.937995433807373
2bnq_77,r-l_77,2bnq,0,-628.4691,1974.3,495.693,7.972,6.069,0.1125,-21.06,0.150261,0.0004,0.004539674,-1.300765157,-0.030969739
2bnq_78,r-l_78,2bnq,0,-566.094,103.052,32.413,23.568,-1.87,0.0415,40.21,0.033682,0.3843,0.004363027,-0.95998162,1.9290932416915887
2bnq_79,r-l_79,2bnq,0,-556.0607,259.116,79.032,3.351,-1.45,0.0086,5.69,0.447539,0.1226,0.002490213,-1.919495344,1.946290135383606
2bnq_8,r-l_8,2bnq,0,-578.6934,1789.74,387.307,6.378,-3.343,0.2251,-16.46,-0.064562,0.002,0.004382511,-1.707072854,1.4471166133880615
2bnq_80,r-l_80,2bnq,0,-558.0671,42.2156,32.874,-2.086,-1.02,0.0032,10.63,0.454099,0.3229,0.001183356,-0.728245318,1.9378104209899905
2bnq_81,r-l_81,2bnq,0,-578.2243,911.932,262.427,5.605,0.686,-0.0604,1.12,-0.069232,0.0658,0.004188411,-1.793852448,1.753761887550354
2bnq_82,r-l_82,2bnq,0,-558.8705,2472.11,792.151,20.84,-1.063,0.0688,-90.72,-0.238067,0.0169,0.004776116,-1.562372684,1.7793501615524292
2bnq_83,r-l_83,2bnq,0,-566.9948,316.04,129.923,-7.22,-0.924,0.0582,2.58,0.314169,0.7593,0.004303254,-1.291424036,0.8872084021568298
2bnq_84,r-l_84,2bnq,0,-620.3851,1588.97,375.537,-7.004,-12.86,0.1655,-80.02,0.155662,0.1842,0.003989302,-1.148225427,1.7619658708572388
2bnq_85,r-l_85,2bnq,0,-583.7703,-29.8062,-0.214,2.875,0.258,-0.0357,22.78,0.182044,0.0125,0.004112307,-2.672863722,1.9002419710159304
2bnq_86,r-l_86,2bnq,0,-605.0838,2081.56,435.486,0.82,-5.989,0.063,-55.82,-0.29672,0.0032,0.004945374,-0.997946978,1.8886511325836184
